"ENTREZID"	"GO"	"ONTOLOGY"	"GENENAME"	"GOTERM"	"external_gene_name"	"Description_Ensembl"	"UniprotAcc"	"gene_name"	"persistent_id"	"name_PC"	"id_PC"	"Uniprot_ID"	"PANTHER_SF_ID"	"PANTHER_Family_name"	"PANTHER_SF_name"	"Description_NCBI"	"ALIAS"	"log2FoldChange"	"padj"
NA	NA	NA	NA	NA	"BnaC09g10460D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.36810069128659	2.30481401312375e-16
NA	NA	NA	NA	NA	"BnaA03g23670D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.36705300005336	2.29058073778483e-06
NA	NA	NA	NA	NA	"BnaCnng73820D"	"BnaCnng73820D protein (Fragment)"	"A0A078JVP9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2765509747261	0.000631142539906556
NA	NA	NA	NA	NA	"BnaA05g31520D"	"ATP-dependent DNA helicase"	"A0A078GT10"	NA	NA	NA	NA	"A0A078GT10"	"PTHR13710:SF124"	"DNA HELICASE RECQ FAMILY MEMBER"	"ATP-DEPENDENT DNA HELICASE Q-LIKE 1"	NA	NA	-2.36389598463976	1.8264214431957e-08
NA	NA	NA	NA	NA	"BnaA02g07810D"	"BnaA02g07810D protein"	"A0A078H5I6"	NA	NA	NA	NA	"A0A078H5I6"	"PTHR45806:SF6"	"SYNAPTOBREVIN HOMOLOG YKT6"	"BNAA02G07810D PROTEIN"	NA	NA	-2.36315053209041	4.7710125168666e-06
NA	NA	NA	NA	NA	"BnaA03g47800D"	"BnaA03g47800D protein"	"A0A078HZI8"	NA	NA	NA	NA	"A0A078HZI8"	"PTHR28492:SF3"	"HYPOTHETICAL PROTEIN LOC691921"	"BNAA03G47800D PROTEIN"	NA	NA	-2.36226982257883	0.000544362149654108
NA	NA	NA	NA	NA	"BnaC03g05840D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.35982202122365	0.0326361638956477
NA	NA	NA	NA	NA	"BnaC05g48630D"	"BnaC05g48630D protein"	"A0A078HXL0"	NA	NA	NA	NA	"A0A078HXL0"	"PTHR10641:SF586"	"MYB FAMILY TRANSCRIPTION FACTOR"	"TRANSCRIPTION FACTOR MYB106"	NA	NA	-2.35621130795904	0.0303785539810031
NA	NA	NA	NA	NA	"BnaC02g09800D"	"BnaC02g09800D protein"	"A0A078HE47"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.35328757794188	2.11117875239741e-05
NA	NA	NA	NA	NA	"BnaA09g30190D"	"BnaA09g30190D protein"	"A0A078G9I0"	NA	NA	NA	NA	"A0A078G9I0"	"PTHR22814:SF293"	"COPPER TRANSPORT PROTEIN ATOX1-RELATED"	"HEAVY METAL-ASSOCIATED ISOPRENYLATED PLANT PROTEIN 22"	NA	NA	-2.35152023574043	0.00017542818907033
NA	NA	NA	NA	NA	"BnaC04g53250D"	"BnaC04g53250D protein"	"A0A078J0C0"	NA	NA	NA	NA	"A0A078J0C0"	"PTHR47200:SF2"	"THYLAKOID LUMENAL 15 KDA PROTEIN 1, CHLOROPLASTIC"	"THYLAKOID LUMENAL 15 KDA PROTEIN 1, CHLOROPLASTIC"	NA	NA	-2.3496880687904	0.00844774706690913
NA	NA	NA	NA	NA	"BnaC09g03110D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.34784767327691	0.0217086748060231
NA	NA	NA	NA	NA	"BnaA01g12960D"	"BnaA01g12960D protein"	"A0A078HWU8"	NA	NA	NA	NA	"A0A078HWU8"	"PTHR27002:SF1025"	"RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE SD1-8"	"CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 30-RELATED"	NA	NA	-2.34722771348877	0.0168296791263768
NA	NA	NA	NA	NA	"BnaC07g30580D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.34605658534155	0.0118655225628974
NA	NA	NA	NA	NA	"BnaA05g30630D"	"BnaA05g30630D protein"	"A0A078GH93"	NA	NA	NA	NA	"A0A078GH93"	"PTHR48083:SF13"	"MEDIUM-CHAIN SPECIFIC ACYL-COA DEHYDROGENASE, MITOCHONDRIAL-RELATED"	"ACYL-COA DEHYDROGENASE FAMILY MEMBER 11"	NA	NA	1.27782022724135	5.54091595503051e-13
NA	NA	NA	NA	NA	"BnaC05g42640D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.34141258202624	0.0258591243392096
NA	NA	NA	NA	NA	"BnaC03g50650D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.34067882917441	1.00515460527482e-05
NA	NA	NA	NA	NA	"BnaA06g17550D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.33992305501654	4.74321952027323e-09
NA	NA	NA	NA	NA	"BnaA09g50400D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.33630868528881	0.0128319943887284
NA	NA	NA	NA	NA	"BnaC09g47980D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.33429643540525	0.00733960771957896
NA	NA	NA	NA	NA	"BnaCnng32150D"	"Plastocyanin"	"A0A078J283"	NA	NA	NA	NA	"A0A078J283"	"PTHR34192:SF11"	"PLASTOCYANIN MAJOR ISOFORM, CHLOROPLASTIC-RELATED"	"PLASTOCYANIN"	NA	NA	-2.334278370737	0.00222520502784849
NA	NA	NA	NA	NA	"BnaA02g01520D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.33208489296472	0.00338636819332077
NA	NA	NA	NA	NA	"BnaA07g14550D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.32900724218652	0.00047662392119466
NA	NA	NA	NA	NA	"BnaA03g11970D"	"BnaA03g11970D protein"	"A0A078HX66"	NA	NA	NA	NA	"A0A078HX66"	"PTHR19308:SF42"	"PHOSPHATIDYLCHOLINE TRANSFER PROTEIN"	"START DOMAIN-CONTAINING PROTEIN"	NA	NA	-2.32677199774413	3.29549237766861e-07
NA	NA	NA	NA	NA	"BnaC04g25790D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.32649854094419	0.00395465898441093
NA	NA	NA	NA	NA	"BnaC01g32850D"	"BnaC01g32850D protein"	"A0A078H469"	NA	NA	NA	NA	"A0A078H469"	"PTHR10802:SF2"	"MITOCHONDRIAL IMPORT RECEPTOR SUBUNIT TOM40"	"MITOCHONDRIAL IMPORT RECEPTOR SUBUNIT TOM40 HOMOLOG 1-RELATED"	NA	NA	-2.32556726767832	2.36993269566927e-09
NA	NA	NA	NA	NA	"BnaA06g26800D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.32089143391277	0.0151473289589882
NA	NA	NA	NA	NA	"BnaC09g46830D"	"BnaC09g46830D protein"	"A0A078G883"	NA	NA	NA	NA	"A0A078G883"	"PTHR14379:SF86"	"LIMKAIN B  LKAP"	"EMB|CAB71880.1"	NA	NA	-2.32071154127589	2.85472520328245e-06
NA	NA	NA	NA	NA	"BnaC08g48420D"	"BnaC08g48420D protein"	"A0A078J0E7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.31923369513163	0.0476930375671942
NA	NA	NA	NA	NA	"BnaCnng14160D"	"BnaCnng14160D protein"	"A0A078IB94"	NA	NA	NA	NA	"A0A078IB94"	"PTHR11017:SF411"	"LEUCINE-RICH REPEAT-CONTAINING PROTEIN"	"DISEASE RESISTANCE PROTEIN (NBS-LRR CLASS) FAMILY-RELATED"	NA	NA	-2.3181446424801	0.00427252253237057
NA	NA	NA	NA	NA	"BnaC06g17440D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.31740277548785	0.000340787227570968
NA	NA	NA	NA	NA	"BnaC07g44700D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.3168299124507	3.71833907989474e-08
NA	NA	NA	NA	NA	"BnaC04g17220D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28133068579641	3.14686720843999e-12
NA	NA	NA	NA	NA	"BnaC05g18390D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.31629166763612	0.000149169055286583
NA	NA	NA	NA	NA	"BnaC03g20240D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.31578287762699	0.00922620287934005
NA	NA	NA	NA	NA	"BnaC08g37810D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.31448105843213	0.0411822640719026
NA	NA	NA	NA	NA	"BnaC07g34040D"	"BnaC07g34040D protein"	"A0A078F9B4"	NA	NA	NA	NA	"A0A078F9B4"	"PTHR15316:SF1"	"SPLICEOSOME ASSOCIATED PROTEIN 114/SWAP SPLICING FACTOR-RELATED"	"SPLICING FACTOR 3A SUBUNIT 1"	NA	NA	-2.31442591746475	0.0156402644409383
NA	NA	NA	NA	NA	"BnaA03g57620D"	"BnaA03g57620D protein (Fragment)"	"A0A078JII1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.31415730270013	0.00858410850792884
NA	NA	NA	NA	NA	"BnaAnng29010D"	"BnaAnng29010D protein"	"A0A078JU19"	NA	NA	NA	NA	"A0A078JU19"	"PTHR31032:SF9"	"PGR5-LIKE PROTEIN 1B, CHLOROPLASTIC"	"PGR5-LIKE PROTEIN 1A, CHLOROPLASTIC"	NA	NA	-2.3100407284243	0.037454352145732
NA	NA	NA	NA	NA	"BnaC06g16520D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.30835910846617	8.014048299967e-07
NA	NA	NA	NA	NA	"BnaA09g24080D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.30733957082004	0.0254551308967958
NA	NA	NA	NA	NA	"BnaC05g36440D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.30553022997566	0.00311999879586852
NA	NA	NA	NA	NA	"BnaCnng74340D"	"BnaCnng74340D protein"	"A0A078JZJ3"	NA	NA	NA	NA	"A0A078JZJ3"	"PTHR48017:SF108"	"OS05G0424000 PROTEIN-RELATED"	"AA_TRANS DOMAIN-CONTAINING PROTEIN"	NA	NA	-2.30501259688389	0.00738233766046524
NA	NA	NA	NA	NA	"BnaA06g36790D"	"BnaA06g36790D protein"	"A0A078GB98"	NA	NA	NA	NA	"A0A078GB98"	"PTHR48006:SF79"	"LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED"	"NON-SPECIFIC SERINE/THREONINE PROTEIN KINASE"	NA	NA	-2.30479878825203	0.0312676403781318
NA	NA	NA	NA	NA	"BnaA03g07330D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.3044885098826	0.000305016342788318
NA	NA	NA	NA	NA	"BnaA02g19450D"	"BnaA02g19450D protein"	"A0A078IW96"	NA	NA	NA	NA	"A0A078IW96"	"PTHR11524:SF36"	"60S RIBOSOMAL PROTEIN L7"	"60S RIBOSOMAL PROTEIN L7-1"	NA	NA	-2.3042794737719	1.01295887654489e-26
NA	NA	NA	NA	NA	"BnaA09g23790D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.30138214624247	4.40070325080651e-08
NA	NA	NA	NA	NA	"BnaA06g11020D"	"BnaA06g11020D protein"	"A0A078HBF6"	NA	NA	NA	NA	"A0A078HBF6"	"PTHR12434:SF6"	"MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 22"	"MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 22"	NA	NA	-2.3000678275414	3.86263057644469e-09
NA	NA	NA	NA	NA	"BnaC01g28210D"	"Mitogen-activated protein kinase"	"A0A078I4S6"	NA	NA	NA	NA	"A0A078I4S6"	"PTHR24055:SF158"	"MITOGEN-ACTIVATED PROTEIN KINASE"	"STRESS-ACTIVATED PROTEIN KINASE JNK"	NA	NA	1.28403580338461	0.00800940393219122
NA	NA	NA	NA	NA	"BnaA05g03210D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28434485237271	7.7015997337358e-09
NA	NA	NA	NA	NA	"BnaA02g32370D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.29670806126125	0.000381579625881997
NA	NA	NA	NA	NA	"BnaCnng45540D"	"BnaCnng45540D protein"	"A0A078JHP6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.2927678729033	3.55401258473603e-07
NA	NA	NA	NA	NA	"BnaC09g03570D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.29131067995351	0.000287119204855973
NA	NA	NA	NA	NA	"BnaA05g17060D"	"BnaA05g17060D protein"	"A0A078FBA1"	NA	NA	NA	NA	"A0A078FBA1"	"PTHR11564:SF5"	"SIGNAL RECOGNITION PARTICLE 54K PROTEIN SRP54"	"SIGNAL RECOGNITION PARTICLE 54 KDA PROTEIN"	NA	NA	-2.29063802136739	1.82617491752187e-10
NA	NA	NA	NA	NA	"BnaC01g28900D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.28890276759173	2.87571900733662e-08
NA	NA	NA	NA	NA	"BnaC01g10350D"	"BnaC01g10350D protein"	"A0A078I4T7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.2883562115827	0.0285668364761687
NA	NA	NA	NA	NA	"BnaA05g32780D"	"BnaA05g32780D protein"	"A0A078IQQ9"	NA	NA	NA	NA	"A0A078IQQ9"	"PTHR11252:SF15"	"POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE"	"POLYNUCLEOTIDE PHOSPHORYLASE 1"	NA	NA	-2.28724853845928	4.18568170945869e-11
NA	NA	NA	NA	NA	"BnaA09g27540D"	"Carboxypeptidase"	"A0A078I965"	NA	NA	NA	NA	"A0A078I965"	"PTHR11802:SF435"	"SERINE PROTEASE FAMILY S10 SERINE CARBOXYPEPTIDASE"	"SERINE CARBOXYPEPTIDASE-LIKE 45"	NA	NA	-2.28682312809331	0.0386034181731311
NA	NA	NA	NA	NA	"BnaA03g08420D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.28669930108326	3.48990872376391e-11
NA	NA	NA	NA	NA	"BnaA08g23280D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.28599069080223	0.0368484466061811
NA	NA	NA	NA	NA	"BnaC08g04640D"	"BnaC08g04640D protein"	"A0A078IDZ7"	NA	NA	NA	NA	"A0A078IDZ7"	"PTHR11706:SF100"	"SOLUTE CARRIER PROTEIN FAMILY 11 MEMBER"	"BNAC08G04640D PROTEIN"	NA	NA	1.2867334464529	8.5456135448756e-10
NA	NA	NA	NA	NA	"BnaCnng46840D"	"WAT1-related protein"	"A0A078JCN1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.28477333746743	0.0252070094363307
NA	NA	NA	NA	NA	"BnaC06g21970D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.28269967832985	3.22067444141644e-08
NA	NA	NA	NA	NA	"BnaA02g28550D"	"BnaA02g28550D protein"	"A0A078H6I8"	NA	NA	NA	NA	"A0A078H6I8"	"PTHR33128:SF6"	"OS05G0103400 PROTEIN"	"TRANSMEMBRANE PROTEIN"	NA	NA	-2.28080403892165	0.00107531526362681
NA	NA	NA	NA	NA	"BnaC04g00040D"	"BnaC04g00040D protein"	"A0A078ITC7"	NA	NA	NA	NA	"A0A078ITC7"	"PTHR31717:SF58"	"ZINC FINGER PROTEIN CONSTANS-LIKE 10"	"ZINC FINGER PROTEIN CONSTANS-LIKE 13"	NA	NA	-2.27920755146191	0.000427634312277788
NA	NA	NA	NA	NA	"BnaA06g00340D"	"BnaA06g00340D protein"	"A0A078ILY9"	NA	NA	NA	NA	"A0A078ILY9"	"PTHR11122:SF15"	"APOSPORY-ASSOCIATED PROTEIN C-RELATED"	"PROTEIN NDH-DEPENDENT CYCLIC ELECTRON FLOW 5"	NA	NA	-2.27915657765579	0.0100793163032802
NA	NA	NA	NA	NA	"BnaC05g49340D"	"BnaC05g49340D protein"	"A0A078J264"	NA	NA	NA	NA	"A0A078J264"	"PTHR33914:SF2"	"18S PRE-RIBOSOMAL ASSEMBLY PROTEIN GAR2-LIKE PROTEIN"	"OS02G0582100 PROTEIN"	NA	NA	1.2881611752941	0.00954274925379419
NA	NA	NA	NA	NA	"BnaCnng21340D"	"BnaCnng21340D protein"	"A0A078IPL0"	NA	NA	NA	NA	"A0A078IPL0"	"PTHR47993:SF298"	"OS09G0372900 PROTEIN-RELATED"	"F-BOX ASSOCIATED UBIQUITINATION EFFECTOR FAMILY PROTEIN"	NA	NA	-2.27826206690333	0.012049156813003
NA	NA	NA	NA	NA	"BnaA10g27330D"	"BnaA10g27330D protein"	"A0A078HP42"	NA	NA	NA	NA	"A0A078HP42"	"PTHR36389:SF1"	"OS05G0110100 PROTEIN"	"OS05G0110100 PROTEIN"	NA	NA	-2.27640368765326	8.10832280432363e-16
NA	NA	NA	NA	NA	"BnaA05g26090D"	"BnaA05g26090D protein"	"A0A078I379"	NA	NA	NA	NA	"A0A078I379"	"PTHR10353:SF211"	"GLYCOSYL HYDROLASE"	"BETA-GLUCOSIDASE 10-RELATED"	NA	NA	-2.27333489872263	0.00187087544380812
NA	NA	NA	NA	NA	"BnaA03g38810D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.27258261035221	0.0130654018181662
NA	NA	NA	NA	NA	"BnaC06g27980D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.27236825896741	0.00168708278657953
NA	NA	NA	NA	NA	"BnaC01g00560D"	"BnaC01g00560D protein"	"A0A078HZ78"	NA	NA	NA	NA	"A0A078HZ78"	"PTHR34950:SF2"	"OS04G0457400 PROTEIN"	"BNAC01G00560D PROTEIN"	NA	NA	-2.27149754769549	0.0111646834435859
NA	NA	NA	NA	NA	"BnaC06g34200D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.27073574232115	2.5491206325785e-13
NA	NA	NA	NA	NA	"BnaAnng32830D"	"BnaAnng32830D protein"	"A0A078I7I0"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.26929192824971	0.0234178631502725
NA	NA	NA	NA	NA	"BnaC01g15450D"	"BnaC01g15450D protein"	"A0A078IZH2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.26822887067587	0.000443485707647087
NA	NA	NA	NA	NA	"BnaA01g08230D"	"BnaA01g08230D protein"	"A0A078HEH9"	NA	NA	NA	NA	"A0A078HEH9"	"PTHR33443:SF27"	"ZGC:112980"	"BNAC01G09780D PROTEIN"	NA	NA	-2.267795712481	1.67539796748689e-15
NA	NA	NA	NA	NA	"BnaAnng17570D"	"BnaAnng17570D protein"	"A0A078JBN3"	NA	NA	NA	NA	"A0A078JBN3"	"PTHR34676:SF10"	"DUF4219 DOMAIN-CONTAINING PROTEIN-RELATED"	"GAG-POL-RELATED RETROTRANSPOSON FAMILY PROTEIN"	NA	NA	-2.26720279398107	1.27373005251994e-12
NA	NA	NA	NA	NA	"BnaA03g58430D"	"BnaA03g58430D protein"	"A0A078JDH7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.26544501861344	0.0174215105719175
NA	NA	NA	NA	NA	"BnaA08g18170D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.26415959712923	1.18112766376669e-16
NA	NA	NA	NA	NA	"BnaA05g32200D"	"BnaA05g32200D protein"	"A0A078GQV8"	NA	NA	NA	NA	"A0A078GQV8"	"PTHR45089:SF38"	"DNAJ HEAT SHOCK AMINO-TERMINAL DOMAIN PROTEIN-RELATED"	"BNAC05G46870D PROTEIN"	NA	NA	-2.26373442466099	0.0420331467537874
NA	NA	NA	NA	NA	"BnaC08g20470D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.26330523988313	0.00323419741426692
NA	NA	NA	NA	NA	"BnaA07g31120D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.26231178691095	1.26969547197572e-18
NA	NA	NA	NA	NA	"BnaC07g44730D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29149677862505	3.62458427000356e-11
NA	NA	NA	NA	NA	"BnaA08g23570D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.26010867745109	3.76121159593749e-15
NA	NA	NA	NA	NA	"BnaC07g35980D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.25991021065494	0.00130642844051667
NA	NA	NA	NA	NA	"BnaA05g09030D"	"BnaA05g09030D protein"	"A0A078H2K6"	NA	NA	NA	NA	"A0A078H2K6"	"PTHR43725:SF33"	"UDP-GLUCOSE 4-EPIMERASE"	"UDP-ARABINOSE 4-EPIMERASE 2-RELATED"	NA	NA	-2.25756703041598	3.39375197459009e-10
NA	NA	NA	NA	NA	"BnaC04g36290D"	"BnaC04g36290D protein"	"A0A078G5U4"	NA	NA	NA	NA	"A0A078G5U4"	"PTHR10961:SF7"	"PEROXISOMAL SARCOSINE OXIDASE"	"DAO DOMAIN-CONTAINING PROTEIN"	NA	NA	-2.25746036103432	0.0301863508291417
NA	NA	NA	NA	NA	"BnaA05g24690D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.25693598613217	0.0344778136140916
NA	NA	NA	NA	NA	"BnaC08g49310D"	"BnaC08g49310D protein"	"A0A078J5Y8"	NA	NA	NA	NA	"A0A078J5Y8"	"PTHR43880:SF56"	"ALCOHOL DEHYDROGENASE"	"ALCOHOL DEHYDROGENASE-LIKE 4"	NA	NA	-2.25570480000665	0.0142207810082641
NA	NA	NA	NA	NA	"BnaC04g49860D"	"BnaC04g49860D protein"	"A0A078GFP8"	NA	NA	NA	NA	"A0A078GFP8"	"PTHR45637:SF73"	"FLIPPASE KINASE 1-RELATED"	"PROTEIN KINASE DOMAIN-CONTAINING PROTEIN"	NA	NA	-2.25437024644409	0.0435220765587164
NA	NA	NA	NA	NA	"BnaA01g15270D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.25314221020599	0.00929006895393603
NA	NA	NA	NA	NA	"BnaC08g35700D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.25297584957556	0.0244094104445693
NA	NA	NA	NA	NA	"BnaC05g41280D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.25032284201814	0.0166455635445139
NA	NA	NA	NA	NA	"BnaA08g23690D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.24976085637783	3.14845607687265e-12
NA	NA	NA	NA	NA	"BnaC07g41730D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.24766879054805	3.42784675071647e-05
NA	NA	NA	NA	NA	"BnaC09g01740D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.24650838678102	0.0220326145727327
NA	NA	NA	NA	NA	"BnaA06g07120D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.24570310700092	0.0391037232301072
NA	NA	NA	NA	NA	"BnaC01g36560D"	"BnaC01g36560D protein"	"A0A078H4C4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.24438514071294	0.00959559306911423
NA	NA	NA	NA	NA	"BnaCnng51590D"	"BnaCnng51590D protein (Fragment)"	"A0A078JJE3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.2441666458836	0.0406001446831503
NA	NA	NA	NA	NA	"BnaC04g35520D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.24356775838154	0.00348480543472993
NA	NA	NA	NA	NA	"BnaC09g08480D"	"BnaC09g39400D protein"	"A0A078CXF9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.2434783102117	8.42188652403546e-05
NA	NA	NA	NA	NA	"BnaC07g20780D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.24149189470499	0.0226340041428855
NA	NA	NA	NA	NA	"BnaC03g47900D"	"BnaC03g47900D protein"	"A0A078F418"	NA	NA	NA	NA	"A0A078F418"	"PTHR34202:SF1"	"UPF0548 PROTEIN"	"UPF0548 PROTEIN"	NA	NA	-2.23915739240016	6.65507576786173e-06
NA	NA	NA	NA	NA	"BnaC07g37580D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.23914055790778	2.26472376649637e-10
NA	NA	NA	NA	NA	"BnaA03g15320D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.23653912762229	3.87819763866924e-13
NA	NA	NA	NA	NA	"BnaA03g33300D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.23571458653476	0.00514790375769166
NA	NA	NA	NA	NA	"BnaC05g20260D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.23555200967267	2.73660963626306e-05
NA	NA	NA	NA	NA	"BnaA08g21930D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.23526466561233	0.0327428509681704
NA	NA	NA	NA	NA	"BnaCnng22190D"	"BnaCnng22190D protein"	"A0A078IR65"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.23522205398615	0.00528789291022484
NA	NA	NA	NA	NA	"BnaC08g39930D"	"BnaC08g39930D protein"	"A0A078FNW1"	NA	NA	NA	NA	"A0A078FNW1"	"PTHR34357:SF10"	"F7A19.14 PROTEIN-RELATED"	"GCK DOMAIN-CONTAINING PROTEIN"	NA	NA	-2.23488487629787	3.03613944567495e-05
NA	NA	NA	NA	NA	"BnaC06g16500D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.23483552454641	0.0280440215913559
NA	NA	NA	NA	NA	"BnaC09g02640D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.23460162004802	0.0199519420919973
NA	NA	NA	NA	NA	"BnaC07g38070D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.23394262909648	0.0192540426030133
NA	NA	NA	NA	NA	"BnaC03g67750D"	"BnaC03g67750D protein"	"A0A078HDL6"	NA	NA	NA	NA	"A0A078HDL6"	"PTHR28511:SF1"	"ENDONUCLEASE V"	"ENDONUCLEASE V"	NA	NA	-2.23058670546822	2.8660687761624e-14
NA	NA	NA	NA	NA	"BnaA09g30120D"	"BnaA09g30120D protein"	"A0A078G4N3"	NA	NA	NA	NA	"A0A078G4N3"	"PTHR11814:SF234"	"SULFATE TRANSPORTER"	"STAS DOMAIN-CONTAINING PROTEIN"	NA	NA	-2.2301977404993	0.00543477973603989
NA	NA	NA	NA	NA	"BnaA03g30450D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.22964940631569	0.00803025064481556
NA	NA	NA	NA	NA	"BnaC02g27490D"	""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.22904767253904	3.12558520055896e-13
NA	NA	NA	NA	NA	"BnaC03g15010D"	"BnaC03g15010D protein"	"A0A078HPM2"	NA	NA	NA	NA	"A0A078HPM2"	"PTHR14221:SF52"	"WD REPEAT DOMAIN 44"	"WD_REPEATS_REGION DOMAIN-CONTAINING PROTEIN"	NA	NA	-2.22758028251648	0.0221361084090047
