"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS" "log2FoldChange" "padj"
"106400645" NA NA NA NA "BnaC05g04600D" "PTI1-like tyrosine-protein kinase 1" "LOC106400645" -3.36922858942513 4.48561120669983e-24
"106400669" NA NA NA NA "BnaC05g49600D" "nudix hydrolase 18, mitochondrial" "LOC106400669" -2.65190342254619 0.0110615836869358
"106400670" NA NA NA NA "BnaC05g49550D" "nudix hydrolase 18, mitochondrial" "LOC106400670" -5.89939855145367 1.34440681061322e-15
"106400806" "GO:0035556" "BP" "calcium-dependent protein kinase 6-like" "intracellular signal transduction" "BnaC09g09270D" "calcium-dependent protein kinase 6-like" "CPK6.1" -7.76323606170238 5.78603722766878e-51
"106400806" "GO:0018105" "BP" "calcium-dependent protein kinase 6-like" "peptidyl-serine phosphorylation" "BnaC09g09270D" "calcium-dependent protein kinase 6-like" "CPK6.1" -7.76323606170238 5.78603722766878e-51
"106400806" "GO:0046777" "BP" "calcium-dependent protein kinase 6-like" "protein autophosphorylation" "BnaC09g09270D" "calcium-dependent protein kinase 6-like" "CPK6.1" -7.76323606170238 5.78603722766878e-51
"106400852" NA NA NA NA "BnaC05g14670D" "probable myosin-binding protein 5" "LOC106400852" -16.6433616176952 6.10058646075737e-41
"106400856" "GO:0009972" "BP" "cytidine deaminase 1" "cytidine deamination" "BnaAnng20200D" "cytidine deaminase 1" "LOC106400856" -2.5486539008062 4.6467608875057e-07
"106400858" NA NA NA NA "BnaC05g14660D" "germin-like protein subfamily T member 2" "LOC106400858" -4.17066057916239 0.0427703382420967
"106400894" "GO:0010143" "BP" "glycerol-3-phosphate acyltransferase 1" "cutin biosynthetic process" "BnaC05g04490D" "glycerol-3-phosphate acyltransferase 1" "LOC106400894" -8.30971032731538 8.00456502356729e-17
"106400928" "GO:0043622" "BP" "serine-rich adhesin for platelets" "cortical microtubule organization" "BnaC05g43890D" "serine-rich adhesin for platelets" "LOC106400928" -2.50239428267811 3.20320908559969e-05
"106400933" NA NA NA NA "BnaC04g55550D" "protein LURP-one-related 14" "LOC106400933" -13.4468633084746 2.10117582414606e-26
"106400949" "GO:0006301" "BP" "ubiquitin-conjugating enzyme E2 variant 1A" "postreplication repair" "BnaA09g30000D" "ubiquitin-conjugating enzyme E2 variant 1A" "LOC106400949" -1.89082774002055 0.000335337543382902
"106400949" "GO:0070534" "BP" "ubiquitin-conjugating enzyme E2 variant 1A" "protein K63-linked ubiquitination" "BnaA09g30000D" "ubiquitin-conjugating enzyme E2 variant 1A" "LOC106400949" -1.89082774002055 0.000335337543382902
"106400949" "GO:0000209" "BP" "ubiquitin-conjugating enzyme E2 variant 1A" "protein polyubiquitination" "BnaA09g30000D" "ubiquitin-conjugating enzyme E2 variant 1A" "LOC106400949" -1.89082774002055 0.000335337543382902
"106400973" "GO:0016310" "BP" "pyruvate, phosphate dikinase 1, chloroplastic-like" "phosphorylation" "BnaC07g33060D" "pyruvate, phosphate dikinase 1, chloroplastic-like" "LOC106400973" -9.49622444537927 1.09239112606508e-109
"106400973" "GO:0015979" "BP" "pyruvate, phosphate dikinase 1, chloroplastic-like" "photosynthesis" "BnaC07g33060D" "pyruvate, phosphate dikinase 1, chloroplastic-like" "LOC106400973" -9.49622444537927 1.09239112606508e-109
"106400973" "GO:0006090" "BP" "pyruvate, phosphate dikinase 1, chloroplastic-like" "pyruvate metabolic process" "BnaC07g33060D" "pyruvate, phosphate dikinase 1, chloroplastic-like" "LOC106400973" -9.49622444537927 1.09239112606508e-109
"106400984" NA NA NA NA "BnaCnng16980D" "protein CANDIDATE G-PROTEIN COUPLED RECEPTOR 7" "LOC106400984" -2.04348964933812 3.16733188609502e-06
"106400999" "GO:0035556" "BP" "putative MO25-like protein At5g47540" "intracellular signal transduction" "BnaC02g33330D" "putative MO25-like protein At5g47540" "LOC106400999" -1.8081163227202 1.36600005738722e-06
"106401006" NA NA NA NA "BnaC05g10910D" "protein OBERON 3" "LOC106401006" -2.04815836773104 4.71457298781349e-05
"106401050" "GO:0043622" "BP" "cell wall protein RBR3" "cortical microtubule organization" "BnaCnng24200D" "cell wall protein RBR3" "LOC106401050" -2.60878605655782 0.000568677086989184
"106401121" "GO:0006468" "BP" "leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1" "protein phosphorylation" "BnaCnng39500D" "leucine-rich repeat receptor-like serine/threonine/tyrosine-protein kinase SOBIR1" "LOC106401121" -3.3540121558937 2.07962045912856e-09
"106401141" NA NA NA NA "BnaC05g01970D" "ELMO domain-containing protein A" "LOC106401141" -8.38376959166368 5.92596921213043e-17
"106401236" "GO:0009738" "BP" "protein C2-DOMAIN ABA-RELATED 10" "abscisic acid-activated signaling pathway" "BnaA02g25740D" "protein C2-DOMAIN ABA-RELATED 10" "LOC106401236" -3.92992303229374 1.56889129047217e-09
"106401262" "GO:0005975" "BP" "glucan endo-1,3-beta-glucosidase 3" "carbohydrate metabolic process" "BnaA02g25830D" "glucan endo-1,3-beta-glucosidase 3" "LOC106401262" -1.84499831480491 0.00357242341894778
"106401270" NA NA NA NA "BnaA02g25820D" "F-box protein SKIP28" "LOC106401270" -1.53657762889487 0.00600167272076801
"106401276" "GO:0006468" "BP" "probable serine/threonine-protein kinase PBL1" "protein phosphorylation" "BnaC05g43810D" "probable serine/threonine-protein kinase PBL1" "LOC106401276" -1.49538474527177 0.00269753112135046
"106401291" "GO:0033540" "BP" "acyl-coenzyme A oxidase 2, peroxisomal" "fatty acid beta-oxidation using acyl-CoA oxidase" "BnaC03g49190D" "acyl-coenzyme A oxidase 2, peroxisomal" "LOC106401291" -2.14858309212038 6.93710852319318e-05
"106401291" "GO:0055088" "BP" "acyl-coenzyme A oxidase 2, peroxisomal" "lipid homeostasis" "BnaC03g49190D" "acyl-coenzyme A oxidase 2, peroxisomal" "LOC106401291" -2.14858309212038 6.93710852319318e-05
"106401308" "GO:0033540" "BP" "acyl-coenzyme A oxidase 3, peroxisomal" "fatty acid beta-oxidation using acyl-CoA oxidase" "BnaC05g04350D" "acyl-coenzyme A oxidase 3, peroxisomal" "LOC106401308" -2.54163440001006 7.43528265122605e-12
"106401308" "GO:0055088" "BP" "acyl-coenzyme A oxidase 3, peroxisomal" "lipid homeostasis" "BnaC05g04350D" "acyl-coenzyme A oxidase 3, peroxisomal" "LOC106401308" -2.54163440001006 7.43528265122605e-12
"106401311" NA NA NA NA "BnaC05g14770D" "uncharacterized BNAC05G14770D" "BNAC05G14770D" -1.1827239136677 0.0114254274692373
"106401356" NA NA NA NA "BnaCnng42070D" "uncharacterized BNACNNG42070D" "BNACNNG42070D" -5.57040994389284 7.06487277609632e-26
"106401405" "GO:0009734" "BP" "protein PIN-LIKES 5" "auxin-activated signaling pathway" "BnaC09g09390D" "protein PIN-LIKES 5" "BNAC09G09390D" -7.54755550682646 1.41452130409275e-89
"106401405" "GO:0080162" "BP" "protein PIN-LIKES 5" "endoplasmic reticulum to cytosol auxin transport" "BnaC09g09390D" "protein PIN-LIKES 5" "BNAC09G09390D" -7.54755550682646 1.41452130409275e-89
"106401429" NA NA NA NA "BnaC05g52200D" "heterogeneous nuclear ribonucleoprotein 1" "LOC106401429" -2.88198395908786 1.29612374952177e-09
"106401515" NA NA NA NA "BnaC09g13030D" "non-specific lipid transfer protein GPI-anchored 7" "LOC106401515" -3.7589675214624 3.64661558818668e-12
"106401526" "GO:0009734" "BP" "tetraspanin-13" "auxin-activated signaling pathway" "BnaA02g27350D" "tetraspanin-13" "LOC106401526" -4.49507746079007 0.0218113097208941
"106401533" NA NA NA NA "BnaC04g24950D" "uncharacterized BNAC04G24950D" "BNAC04G24950D" -2.58370838607501 5.52331916312869e-08
"106401542" "GO:0008643" "BP" "bidirectional sugar transporter SWEET5" "carbohydrate transport" "BnaC09g50910D" "bidirectional sugar transporter SWEET5" "LOC106401542" -11.6069337164619 1.70360307580585e-19
"106401582" NA NA NA NA "BnaC05g50380D" "uncharacterized protein At4g22758" "BNAC05G50380D" -7.45572745694596 1.35408625908311e-44
"106401598" NA NA NA NA "BnaC09g50940D" "uncharacterized BNAC09G50940D" "BNAC09G50940D" -4.29191017695975 2.10891606317381e-05
"106401615" "GO:0006367" "BP" "transcription initiation factor IIE subunit beta" "transcription initiation at RNA polymerase II promoter" "BnaA02g21830D" "transcription initiation factor IIE subunit beta" "LOC106401615" -1.52055178216896 1.06978241413606e-05
"106401654" NA NA NA NA "BnaA08g08890D" "pollen-specific protein-like At4g18596" "LOC106401654" -14.4196417422972 1.59894290823878e-74
"106401699" NA NA NA NA "BnaA09g47100D" "transmembrane protein 64" "LOC106401699" -2.9696375934024 8.95459427319937e-09
"106401708" "GO:0090630" "BP" "growth hormone-regulated TBC protein 1-A" "activation of GTPase activity" "BnaC05g44130D" "growth hormone-regulated TBC protein 1-A" "LOC106401708" -5.13019007823524 4.46396982637932e-54
"106401765" NA NA NA NA "BnaC05g37790D" "DEAD-box ATP-dependent RNA helicase 15" "LOC106401765" -2.64234513006979 3.35822414911094e-08
"106401810" NA NA NA NA "BnaC05g15020D" "uncharacterized BNAC05G15020D" "BNAC05G15020D" -1.82764502397149 0.000544331422180843
"106401816" "GO:0016579" "BP" "deSI-like protein At4g17486" "protein deubiquitination" "BnaA06g40140D" "deSI-like protein At4g17486" "LOC106401816" -2.245921696587 9.52317204775952e-06
"106401816" "GO:0070646" "BP" "deSI-like protein At4g17486" "protein modification by small protein removal" "BnaA06g40140D" "deSI-like protein At4g17486" "LOC106401816" -2.245921696587 9.52317204775952e-06
"106401838" NA NA NA NA "BnaC05g01360D" "uncharacterized BNAC05G01360D" "BNAC05G01360D" -3.49254280995708 0.000305286001245874
"106401863" "GO:0009060" "BP" "succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial" "aerobic respiration" "BnaA02g28880D" "succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial" "LOC106401863" -1.14247063621428 0.0236225196338292
"106401863" "GO:0022904" "BP" "succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial" "respiratory electron transport chain" "BnaA02g28880D" "succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial" "LOC106401863" -1.14247063621428 0.0236225196338292
"106401863" "GO:0006099" "BP" "succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial" "tricarboxylic acid cycle" "BnaA02g28880D" "succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial" "LOC106401863" -1.14247063621428 0.0236225196338292
"106401879" NA NA NA NA "BnaA09g46850D" "E3 ubiquitin-protein ligase At1g12760" "LOC106401879" -1.50854531586029 0.00406842012945638
"106401907" "GO:0035970" "BP" "probable protein phosphatase 2C 12" "peptidyl-threonine dephosphorylation" "BnaC06g00110D" "probable protein phosphatase 2C 12" "LOC106401907" -1.29788009332216 0.0142310981469369
"106401909" NA NA NA NA "BnaC03g47120D" "probable calcium-binding protein CML48" "LOC106401909" -2.35291030131855 2.10171109428962e-05
"106401914" "GO:0016567" "BP" "E3 ubiquitin-protein ligase BAH1" "protein ubiquitination" "BnaC05g01480D" "E3 ubiquitin-protein ligase BAH1" "LOC106401914" -3.13666302749366 5.89872234458011e-08
"106401939" NA NA NA NA "BnaA02g28770D" "TLC domain-containing protein At5g14285" "BNAA02G28770D" -4.94723511686193 1.30006360036924e-12
"106401957" "GO:0008283" "BP" "GRF1-interacting factor 2" "cell population proliferation" "BnaC05g00750D" "GRF1-interacting factor 2" "LOC106401957" -1.93967968786703 0.00424697594634449
"106401957" "GO:0048366" "BP" "GRF1-interacting factor 2" "leaf development" "BnaC05g00750D" "GRF1-interacting factor 2" "LOC106401957" -1.93967968786703 0.00424697594634449
"106401957" "GO:0045944" "BP" "GRF1-interacting factor 2" "positive regulation of transcription by RNA polymerase II" "BnaC05g00750D" "GRF1-interacting factor 2" "LOC106401957" -1.93967968786703 0.00424697594634449
"106401977" "GO:0008299" "BP" "geranylgeranyl pyrophosphate synthase 10, mitochondrial" "isoprenoid biosynthetic process" "BnaC05g31920D" "geranylgeranyl pyrophosphate synthase 10, mitochondrial" "LOC106401977" -13.484217718241 4.14569263215756e-26
"106401983" "GO:0010497" "BP" "germin-like protein subfamily 2 member 2" "plasmodesmata-mediated intercellular transport" "BnaC05g01100D" "germin-like protein subfamily 2 member 2" "LOC106401983" -6.713980168032 9.90077727024179e-30
"106401983" "GO:2000280" "BP" "germin-like protein subfamily 2 member 2" "regulation of root development" "BnaC05g01100D" "germin-like protein subfamily 2 member 2" "LOC106401983" -6.713980168032 9.90077727024179e-30
"106401984" "GO:0006749" "BP" "glutathione S-transferase F3-like" "glutathione metabolic process" "BnaCnng47740D" "glutathione S-transferase F3-like" "LOC106401984" -6.56909457609803 1.11780935095112e-14
"106401984" "GO:0042221" "BP" "glutathione S-transferase F3-like" "response to chemical" "BnaCnng47740D" "glutathione S-transferase F3-like" "LOC106401984" -6.56909457609803 1.11780935095112e-14
"106401992" NA NA NA NA "BnaA10g09900D" "chitin-binding lectin 1-like" "LOC106401992" -6.32673804623783 0.00371368019480769
"106402060" NA NA NA NA "BnaA06g36020D" "WRKY transcription factor 8" "LOC106402060" -6.88541970556238 4.37416069624533e-05
"106402106" "GO:0006886" "BP" "syntaxin-22-like" "intracellular protein transport" "BnaA06g35880D" "syntaxin-22-like" "LOC106402106" -1.7917443097657 0.000277011921258072
"106402106" "GO:0048278" "BP" "syntaxin-22-like" "vesicle docking" "BnaA06g35880D" "syntaxin-22-like" "LOC106402106" -1.7917443097657 0.000277011921258072
"106402106" "GO:0006906" "BP" "syntaxin-22-like" "vesicle fusion" "BnaA06g35880D" "syntaxin-22-like" "LOC106402106" -1.7917443097657 0.000277011921258072
"106402108" NA NA NA NA "BnaC05g44090D" "probable ADP-ribosylation factor GTPase-activating protein AGD11" "LOC106402108" -3.17185835733411 5.27441033239973e-08
"106402118" "GO:0005975" "BP" "mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS2" "carbohydrate metabolic process" "BnaC05g30830D" "mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS2" "LOC106402118" -2.57899312907347 9.32849577503825e-13
"106402118" "GO:0006491" "BP" "mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS2" "N-glycan processing" "BnaC05g30830D" "mannosyl-oligosaccharide 1,2-alpha-mannosidase MNS2" "LOC106402118" -2.57899312907347 9.32849577503825e-13
"106402121" NA NA NA NA "BnaCnng17130D" "beta-glucuronosyltransferase GlcAT14A-like" "LOC106402121" -1.45699872734349 0.0023523165074808
"106402158" NA NA NA NA "BnaCnng68480D" "uncharacterized BNACNNG68480D" "BNACNNG68480D" -3.88882798846267 5.76522186924958e-13
"106402163" NA NA NA NA "BnaCnng19470D" "uncharacterized BNACNNG19470D" "BNACNNG19470D" -3.32069835492127 0.00578519862981701
"106402167" "GO:0007266" "BP" "rho GDP-dissociation inhibitor 1" "Rho protein signal transduction" "BnaC05g44140D" "rho GDP-dissociation inhibitor 1" "LOC106402167" -1.99614321094726 4.96762695138479e-06
"106402210" "GO:0008610" "BP" "lipid phosphate phosphatase gamma" "lipid biosynthetic process" "BnaC02g03380D" "lipid phosphate phosphatase gamma" "LOC106402210" -4.22670367896756 6.55859710724455e-18
"106402210" "GO:0006487" "BP" "lipid phosphate phosphatase gamma" "protein N-linked glycosylation" "BnaC02g03380D" "lipid phosphate phosphatase gamma" "LOC106402210" -4.22670367896756 6.55859710724455e-18
"106402213" NA NA NA NA "BnaC05g00720D" "cytochrome P450 78A6" "CYP78A8" -14.5711807821749 9.96109011029533e-31
"106402228" NA NA NA NA "BnaC05g02270D" "uncharacterized BNAC05G02270D" "BNAC05G02270D" -5.47201543801029 4.68989112558292e-21
"106402294" "GO:0006749" "BP" "glutathionyl-hydroquinone reductase YqjG" "glutathione metabolic process" "BnaA02g23650D" "glutathionyl-hydroquinone reductase YqjG" "LOC106402294" -1.89218687590639 7.28373091199755e-07
"106402294" "GO:0042221" "BP" "glutathionyl-hydroquinone reductase YqjG" "response to chemical" "BnaA02g23650D" "glutathionyl-hydroquinone reductase YqjG" "LOC106402294" -1.89218687590639 7.28373091199755e-07
"106402310" NA NA NA NA "BnaC05g03020D" "zinc finger CCCH domain-containing protein 3" "LOC106402310" -1.62153284806767 0.000775886010529067
"106402323" NA NA NA NA "BnaC06g05590D" "uncharacterized BNAC06G05590D" "BNAC06G05590D" -5.12913256696406 7.67095641640478e-05
"106402386" NA NA NA NA "BnaCnng25770D" "sugar transport protein 9" "LOC106402386" -6.61224788290395 3.39540469359922e-29
"106402434" NA NA NA NA "BnaC09g17220D" "sterol carrier protein 2" "LOC106402434" -3.28376890691587 3.39499487502669e-15
"106402452" "GO:0006281" "BP" "ubiquitin-conjugating enzyme E2 2" "DNA repair" "BnaA07g28330D" "ubiquitin-conjugating enzyme E2 2" "LOC106402452" -1.95793097862313 1.77633079973586e-07
"106402452" "GO:0016574" "BP" "ubiquitin-conjugating enzyme E2 2" "histone ubiquitination" "BnaA07g28330D" "ubiquitin-conjugating enzyme E2 2" "LOC106402452" -1.95793097862313 1.77633079973586e-07
"106402452" "GO:0043161" "BP" "ubiquitin-conjugating enzyme E2 2" "proteasome-mediated ubiquitin-dependent protein catabolic process" "BnaA07g28330D" "ubiquitin-conjugating enzyme E2 2" "LOC106402452" -1.95793097862313 1.77633079973586e-07
"106402452" "GO:0000209" "BP" "ubiquitin-conjugating enzyme E2 2" "protein polyubiquitination" "BnaA07g28330D" "ubiquitin-conjugating enzyme E2 2" "LOC106402452" -1.95793097862313 1.77633079973586e-07
"106402475" "GO:0042742" "BP" "lectin-like protein At1g53070" "defense response to bacterium" "BnaC06g06110D" "lectin-like protein At1g53070" "LOC106402475" -1.70422499967952 0.00198158411644874
"106402475" "GO:0002229" "BP" "lectin-like protein At1g53070" "defense response to oomycetes" "BnaC06g06110D" "lectin-like protein At1g53070" "LOC106402475" -1.70422499967952 0.00198158411644874
"106402476" NA NA NA NA "BnaC06g06060D" "putative ubiquitin-conjugating enzyme E2 38" "LOC106402476" -2.31411844376992 1.38542618047497e-09
"106402514" NA NA NA NA "BnaC06g29610D" "uncharacterized BNAC06G29610D" "BNAC06G29610D" -1.64121951515945 0.00124135147737298
"106402530" "GO:0022414" "BP" "oleosin 14.9 kDa" "reproductive process" "BnaA10g05760D" "oleosin 14.9 kDa" "S5" -8.49443128225142 1.21551858618003e-12
"106402549" "GO:0006542" "BP" "glutamine synthetase cytosolic isozyme 1-5" "glutamine biosynthetic process" "BnaC06g02010D" "glutamine synthetase cytosolic isozyme 1-5" "LOC106402549" -2.63108652225596 4.62229841557646e-12
"106402630" NA NA NA NA "BnaC06g15790D" "protein LURP-one-related 14" "LOC106402630" -9.64482929568337 1.59665392944349e-29
"106402718" NA NA NA NA "BnaC08g04570D" "uncharacterized BNAA08G03880D" "BNAC08G04570D" -5.22554908349158 7.87642038339128e-36
"106402733" NA NA NA NA "BnaC06g31770D" "probable peroxygenase 4" "LOC106402733" -1.93395481632034 0.00907350615396586
"106402766" NA NA NA NA "BnaC08g45810D" "beta-carotene isomerase D27, chloroplastic" "LOC106402766" -9.34567997590636 2.19981815678e-10
"106402771" "GO:0009306" "BP" "ras-related protein RABE1c" "protein secretion" "BnaCnng73200D" "ras-related protein RABE1c" "LOC106402771" -1.20574658578704 0.0347977084721869
"106402771" "GO:0017157" "BP" "ras-related protein RABE1c" "regulation of exocytosis" "BnaCnng73200D" "ras-related protein RABE1c" "LOC106402771" -1.20574658578704 0.0347977084721869
"106402771" "GO:0006904" "BP" "ras-related protein RABE1c" "vesicle docking involved in exocytosis" "BnaCnng73200D" "ras-related protein RABE1c" "LOC106402771" -1.20574658578704 0.0347977084721869
"106402793" NA NA NA NA "BnaC06g05210D" "jacalin-related lectin 15" "LOC106402793" -9.11500498129208 4.9344731021135e-10
"106402796" NA NA NA NA "BnaCnng22720D" "actin cytoskeleton-regulatory complex protein pan1" "BNACNNG22720D" -1.6000734406424 0.00725476158800262
"106402852" "GO:0006486" "BP" "probable xyloglucan galactosyltransferase GT17" "protein glycosylation" "BnaC06g30040D" "probable xyloglucan galactosyltransferase GT17" "LOC106402852" -6.13543064534717 7.74686396980746e-33
"106402880" "GO:0042744" "BP" "peroxidase C3" "hydrogen peroxide catabolic process" "BnaC04g56610D" "peroxidase C3" "LOC106402880" -6.61471276157073 6.80972402737435e-09
"106402880" "GO:0006979" "BP" "peroxidase C3" "response to oxidative stress" "BnaC04g56610D" "peroxidase C3" "LOC106402880" -6.61471276157073 6.80972402737435e-09
"106402918" NA NA NA NA "BnaC06g11080D" "pectinesterase inhibitor-like" "LOC106402918" -8.30178545940047 4.89462641749824e-38
"106402921" NA NA NA NA "BnaC06g30030D" "uncharacterized BNAC06G30030D" "BNAC06G30030D" -6.66417267887346 1.41027582045499e-39
"106402937" "GO:0009738" "BP" "protein C2-DOMAIN ABA-RELATED 9" "abscisic acid-activated signaling pathway" "BnaC06g31950D" "protein C2-DOMAIN ABA-RELATED 9" "LOC106402937" -4.85024503256511 4.57974808140797e-26
"106403048" NA NA NA NA "BnaC06g23700D" "kunitz trypsin inhibitor 4-like" "LOC106403048" -10.6998209254378 9.35130350833163e-16
"106403191" "GO:0006833" "BP" "aquaporin TIP3-1-like" "water transport" "BnaC06g23750D" "aquaporin TIP3-1-like" "LOC106403191" -4.89450370322891 2.94315153962673e-19
"106403212" NA NA NA NA "BnaA02g30450D" "protein SULFUR DEFICIENCY-INDUCED 1" "LOC106403212" -6.94879373744932 1.6846166271161e-29
"106403293" "GO:0007049" "BP" "cyclin-C1-2" "cell cycle" "BnaA02g30350D" "cyclin-C1-2" "LOC106403293" -1.30676644620214 0.0029866115749064
"106403293" "GO:0051301" "BP" "cyclin-C1-2" "cell division" "BnaA02g30350D" "cyclin-C1-2" "LOC106403293" -1.30676644620214 0.0029866115749064
"106403293" "GO:0045944" "BP" "cyclin-C1-2" "positive regulation of transcription by RNA polymerase II" "BnaA02g30350D" "cyclin-C1-2" "LOC106403293" -1.30676644620214 0.0029866115749064
"106403293" "GO:0006357" "BP" "cyclin-C1-2" "regulation of transcription by RNA polymerase II" "BnaA02g30350D" "cyclin-C1-2" "LOC106403293" -1.30676644620214 0.0029866115749064
"106403332" NA NA NA NA "BnaA02g30190D" "uncharacterized BNAA02G30190D" "BNAA02G30190D" -3.12317912951044 3.40559681631278e-06
"106403556" "GO:0016579" "BP" "OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 10" "protein deubiquitination" "BnaCnng02860D" "OVARIAN TUMOR DOMAIN-containing deubiquitinating enzyme 10" "BNACNNG02860D" -3.29073220865988 3.4274301496183e-09
"106403801" "GO:0051085" "BP" "dnaJ homolog subfamily B member 4" "chaperone cofactor-dependent protein refolding" "BnaC02g48610D" "dnaJ homolog subfamily B member 4" "LOC106403801" -4.09951502830663 2.23885711781653e-23
"106403808" "GO:0007165" "BP" "serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B'" "signal transduction" "BnaC02g48620D" "serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B'" "LOC106403808" -3.2160499089463 5.16056928584699e-09
"106403981" NA NA NA NA "BnaC06g13100D" "protein NOI4" "LOC106403981" -8.86930764844905 1.55930239945573e-24
"106404014" "GO:0016311" "BP" "phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN1" "dephosphorylation" "BnaC06g12600D" "phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN1" "LOC106404014" -7.28730039754896 8.47026149707304e-68
"106404014" "GO:0046856" "BP" "phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN1" "phosphatidylinositol dephosphorylation" "BnaC06g12600D" "phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and protein-tyrosine-phosphatase PTEN1" "LOC106404014" -7.28730039754896 8.47026149707304e-68
"106404163" NA NA NA NA "BnaCnng38970D" "late embryogenesis abundant protein 7" "BNACNNG38970D" -13.1738892431025 2.93802365918506e-47
"106404179" "GO:0006508" "BP" "RHOMBOID-like protein 5" "proteolysis" "BnaC06g05410D" "RHOMBOID-like protein 5" "LOC106404179" -5.67387971119612 1.2054246962621e-35
"106404550" NA NA NA NA "BnaC04g56540D" "uncharacterized protein At5g01610" "BNAC04G56540D" -4.1899619356308 2.58157684068701e-07
"106404604" "GO:0009640" "BP" "B-box zinc finger protein 19" "photomorphogenesis" "BnaC03g60270D" "B-box zinc finger protein 19" "LOC106404604" -5.65310141399658 0.00510355615770645
"106404604" "GO:0006355" "BP" "B-box zinc finger protein 19" "regulation of DNA-templated transcription" "BnaC03g60270D" "B-box zinc finger protein 19" "LOC106404604" -5.65310141399658 0.00510355615770645
"106404617" "GO:0002181" "BP" "60S ribosomal protein L6-2" "cytoplasmic translation" "BnaC06g23300D" "60S ribosomal protein L6-2" "LOC106404617" -2.82164888063379 2.28621279383789e-09
"106404617" "GO:0000027" "BP" "60S ribosomal protein L6-2" "ribosomal large subunit assembly" "BnaC06g23300D" "60S ribosomal protein L6-2" "LOC106404617" -2.82164888063379 2.28621279383789e-09
"106404655" NA NA NA NA "BnaC06g01680D" "nucleolar transcription factor 1" "BNAC06G01680D" -11.8903176958225 3.60774178135407e-20
"106404657" NA NA NA NA "BnaC06g02550D" "BURP domain-containing protein BNM2A-like" "LOC106404657" -3.45867306276407 0.00151075723684664
"106404720" NA NA NA NA "BnaA09g06220D" "uncharacterized LOC106404720" "LOC106404720" -5.60698397413569 1.56181895108394e-09
"106404768" NA NA NA NA "BnaC06g30480D" "probable WRKY transcription factor 57" "LOC106404768" -1.53697841297386 0.0287876424410294
"106404822" NA NA NA NA "BnaCnng53630D" "protein disulfide-isomerase 5-3" "LOC106404822" -7.67423306077472 4.92805947753626e-134
"106404870" NA NA NA NA "BnaC04g15490D" "zinc finger protein ZAT12-like" "LOC106404870" -7.76248426813709 1.12598773608186e-05
"106404891" NA NA NA NA "BnaC06g12850D" "WAT1-related protein At5g40240-like" "LOC106404891" -11.452079142144 1.72383376479354e-18
"106404912" NA NA NA NA "BnaCnng78060D" "uncharacterized hydrolase YugF" "BNACNNG78060D" -2.78048052724721 1.18793363266298e-08
"106404970" NA NA NA NA "BnaC09g47680D" "uncharacterized protein At5g23160-like" "LOC106404970" -7.80764559573346 1.98352269601311e-24
"106404975" "GO:0006508" "BP" "aspartic proteinase 39" "proteolysis" "BnaC04g56270D" "aspartic proteinase 39" "LOC106404975" -9.60907187647274 1.8310725322219e-89
"106404993" "GO:0006355" "BP" "NAC domain-containing protein 104" "regulation of DNA-templated transcription" "BnaC06g13440D" "NAC domain-containing protein 104" "LOC106404993" -8.2711865712797 3.09883719394193e-16
"106405082" "GO:0050832" "BP" "peroxidase 62" "defense response to fungus" "BnaC06g12560D" "peroxidase 62" "LOC106405082" -5.51484310678259 6.11167470993625e-06
"106405082" "GO:0042744" "BP" "peroxidase 62" "hydrogen peroxide catabolic process" "BnaC06g12560D" "peroxidase 62" "LOC106405082" -5.51484310678259 6.11167470993625e-06
"106405082" "GO:0006979" "BP" "peroxidase 62" "response to oxidative stress" "BnaC06g12560D" "peroxidase 62" "LOC106405082" -5.51484310678259 6.11167470993625e-06
"106405118" "GO:0006468" "BP" "proline-rich receptor-like protein kinase PERK7" "protein phosphorylation" "BnaC06g02480D" "proline-rich receptor-like protein kinase PERK7" "LOC106405118" -10.8714030781833 1.04664035791298e-46
"106405137" NA NA NA NA "BnaC04g15550D" "uncharacterized BNAC04G15550D" "BNAC04G15550D" -9.61657916465482 9.14192135675805e-12
