"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS" "log2FoldChange" "padj"
"106392705" NA NA NA NA "BnaA03g17020D" "aquaporin PIP2-2-like" "LOC106392705" 11.0313123505978 1.38363299329664e-16
"106392722" "GO:0006412" "BP" "60S ribosomal protein L12-2-like" "translation" "BnaC03g72020D" "60S ribosomal protein L12-2-like" "LOC106392722" 2.2536802891043 1.75936204178982e-07
"106392732" NA NA NA NA "BnaA03g17080D" "RNA-binding protein CP29B, chloroplastic" "LOC106392732" 2.75668779392028 3.90149848949741e-07
"106393110" NA NA NA NA "BnaA08g08030D" "MATH domain and coiled-coil domain-containing protein At3g58270" "LOC106393110" 5.57806737557857 0.0019581349105556
"106393167" NA NA NA NA "BnaCnng56630D" "uncharacterized BNACNNG56630D" "BNACNNG56630D" 1.06645181203126 0.0296424996804564
"106393225" NA NA NA NA "BnaC07g12520D" "putative F-box/FBD/LRR-repeat protein At1g22000" "LOC106393225" 3.31105309939641 0.0449932490391315
"106393287" "GO:0030163" "BP" "ATP-dependent Clp protease adapter protein CLPS1, chloroplastic" "protein catabolic process" "BnaA02g35670D" "ATP-dependent Clp protease adapter protein CLPS1, chloroplastic" "LOC106393287" 1.45801127562462 0.033144685082165
"106393287" "GO:0006508" "BP" "ATP-dependent Clp protease adapter protein CLPS1, chloroplastic" "proteolysis" "BnaA02g35670D" "ATP-dependent Clp protease adapter protein CLPS1, chloroplastic" "LOC106393287" 1.45801127562462 0.033144685082165
"106393706" "GO:0044249" "BP" "phytyl ester synthase 2, chloroplastic" "cellular biosynthetic process" "BnaCnng05520D" "phytyl ester synthase 2, chloroplastic" "LOC106393706" 3.03856662495832 5.11075801462662e-11
"106393706" "GO:1901576" "BP" "phytyl ester synthase 2, chloroplastic" "organic substance biosynthetic process" "BnaCnng05520D" "phytyl ester synthase 2, chloroplastic" "LOC106393706" 3.03856662495832 5.11075801462662e-11
"106393840" "GO:0000722" "BP" "EKC/KEOPS complex subunit Tprkb" "telomere maintenance via recombination" "BnaA03g52840D" "EKC/KEOPS complex subunit Tprkb" "LOC106393840" 1.63920789450811 0.0194184146012802
"106393840" "GO:0002949" "BP" "EKC/KEOPS complex subunit Tprkb" "tRNA threonylcarbamoyladenosine modification" "BnaA03g52840D" "EKC/KEOPS complex subunit Tprkb" "LOC106393840" 1.63920789450811 0.0194184146012802
"106393933" NA NA NA NA "BnaC05g03420D" "uncharacterized BNAC05G03420D" "BNAC05G03420D" 5.13996792757476 0.00706638406961579
"106394022" "GO:0042254" "BP" "60S ribosomal protein L34-2-like" "ribosome biogenesis" "BnaC06g25310D" "60S ribosomal protein L34-2-like" "LOC106394022" 2.19161101061744 2.04231102054646e-06
"106394022" "GO:0006412" "BP" "60S ribosomal protein L34-2-like" "translation" "BnaC06g25310D" "60S ribosomal protein L34-2-like" "LOC106394022" 2.19161101061744 2.04231102054646e-06
"106394310" "GO:0033962" "BP" "protein decapping 5" "P-body assembly" "BnaC07g11970D" "protein decapping 5" "LOC106394310" 1.39488853802791 0.00685781472525089
"106394310" "GO:0034063" "BP" "protein decapping 5" "stress granule assembly" "BnaC07g11970D" "protein decapping 5" "LOC106394310" 1.39488853802791 0.00685781472525089
"106394320" NA NA NA NA "BnaC07g11960D" "probable transmembrane ascorbate ferrireductase 4" "LOC106394320" 2.53302984395459 1.4671610653241e-05
"106394377" NA NA NA NA "BnaC04g00030D" "protein NETWORKED 3C-like" "LOC106394377" 5.84132232912542 3.83254757770382e-06
"106394504" "GO:0051085" "BP" "10 kDa chaperonin 2, chloroplastic-like" "chaperone cofactor-dependent protein refolding" "BnaA04g25810D" "10 kDa chaperonin 2, chloroplastic-like" "LOC106394504" 1.51434160270937 0.00102230731970531
"106394593" NA NA NA NA "BnaC01g22270D" "uveal autoantigen with coiled-coil domains and ankyrin repeats" "LOC106394593" 2.10209096152586 7.15572393715367e-05
"106394771" "GO:0070072" "BP" "uncharacterized BNAC04G42230D" "vacuolar proton-transporting V-type ATPase complex assembly" "BnaC04g42230D" "uncharacterized BNAC04G42230D" "BNAC04G42230D" 3.65805193464192 0.000452661361639467
"106394775" NA NA NA NA "BnaC04g50640D" "uncharacterized BNAC04G50640D" "BNAC04G50640D" 2.36305756027366 8.97963695767547e-07
"106395080" NA NA NA NA "BnaA03g49180D" "uncharacterized BNAA03G49180D" "BNAA03G49180D" 1.69467161340338 0.0167308501053395
"106395138" "GO:0010228" "BP" "AT-hook motif nuclear-localized protein 22" "vegetative to reproductive phase transition of meristem" "BnaC04g50180D" "AT-hook motif nuclear-localized protein 22" "LOC106395138" 2.9219739544186 2.08948783244525e-06
"106395395" NA NA NA NA "BnaC04g44880D" "F-box protein At2g14710-like" "LOC106395395" 3.3801550209329 4.55776919938408e-10
"106395413" "GO:0010498" "BP" "proteasome subunit beta type-2-A" "proteasomal protein catabolic process" "BnaC05g29850D" "proteasome subunit beta type-2-A" "LOC106395413" 1.01434960677484 0.0425439066216139
"106395679" NA NA NA NA "BnaC04g53660D" "uncharacterized BNAC04G53660D" "BNAC04G53660D" 8.78193523043484 3.28323582147504e-09
"106395691" NA NA NA NA "BnaCnng28960D" "serpin-Z2" "LOC106395691" 2.42702337982079 9.55873084743867e-06
"106395753" NA NA NA NA "BnaC06g07520D" "uncharacterized BNAC06G07520D" "BNAC06G07520D" 2.49289747056441 0.00169178936444345
"106395832" "GO:0080163" "BP" "putative casein kinase II subunit beta-4" "regulation of protein serine/threonine phosphatase activity" "BnaC04g05080D" "putative casein kinase II subunit beta-4" "LOC106395832" 1.43118981194442 0.00688361847837136
"106395865" "GO:0006869" "BP" "protein ARABIDOPSIS THALIANA ANTHER 7" "lipid transport" "BnaA03g49210D" "protein ARABIDOPSIS THALIANA ANTHER 7" "LOC106395865" 5.00129659161015 8.97128962742433e-39
"106395928" "GO:0000027" "BP" "60S ribosomal protein L23a-1" "ribosomal large subunit assembly" "BnaA04g23010D" "60S ribosomal protein L23a-1" "LOC106395928" 2.66808438230846 8.20717600569319e-08
"106395928" "GO:0006412" "BP" "60S ribosomal protein L23a-1" "translation" "BnaA04g23010D" "60S ribosomal protein L23a-1" "LOC106395928" 2.66808438230846 8.20717600569319e-08
"106395982" "GO:0006730" "BP" "S-adenosylmethionine synthase 2" "one-carbon metabolic process" "BnaC04g00410D" "S-adenosylmethionine synthase 2" "LOC106395982" 10.6434621368858 1.05340917111597e-15
"106395982" "GO:0006556" "BP" "S-adenosylmethionine synthase 2" "S-adenosylmethionine biosynthetic process" "BnaC04g00410D" "S-adenosylmethionine synthase 2" "LOC106395982" 10.6434621368858 1.05340917111597e-15
"106396022" "GO:0005975" "BP" "4-alpha-glucanotransferase DPE2" "carbohydrate metabolic process" "BnaC04g01600D" "4-alpha-glucanotransferase DPE2" "LOC106396022" 1.62668404497774 0.00413025530681756
"106396058" "GO:0000398" "BP" "U1 small nuclear ribonucleoprotein A" "mRNA splicing, via spliceosome" "BnaC04g51850D" "U1 small nuclear ribonucleoprotein A" "LOC106396058" 1.34841822691209 0.0132336431822367
"106396077" "GO:0000463" "BP" "60S ribosomal protein L7-3" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC04g03350D" "60S ribosomal protein L7-3" "LOC106396077" 2.664360949962 5.42764150759493e-08
"106396105" NA NA NA NA "BnaA01g02940D" "stress enhanced protein 1, chloroplastic-like" "sep-01" 3.21665433232148 3.58894108129965e-08
"106396108" "GO:0008033" "BP" "tRNA 2'-phosphotransferase 1" "tRNA processing" "BnaC04g04150D" "tRNA 2'-phosphotransferase 1" "LOC106396108" 2.78912977916704 2.51789910441395e-07
"106396108" "GO:0006388" "BP" "tRNA 2'-phosphotransferase 1" "tRNA splicing, via endonucleolytic cleavage and ligation" "BnaC04g04150D" "tRNA 2'-phosphotransferase 1" "LOC106396108" 2.78912977916704 2.51789910441395e-07
"106396109" "GO:0000707" "BP" "DNA repair protein RAD51 homolog 3" "meiotic DNA recombinase assembly" "BnaC04g04170D" "DNA repair protein RAD51 homolog 3" "LOC106396109" 1.87786428976021 0.0387721247475063
"106396109" "GO:0007131" "BP" "DNA repair protein RAD51 homolog 3" "reciprocal meiotic recombination" "BnaC04g04170D" "DNA repair protein RAD51 homolog 3" "LOC106396109" 1.87786428976021 0.0387721247475063
"106396115" NA NA NA NA "BnaA07g03740D" "cold-regulated 413 plasma membrane protein 1" "LOC106396115" 1.5716698798188 0.015023168157162
"106396147" "GO:0006177" "BP" "inosine-5'-monophosphate dehydrogenase 2" "GMP biosynthetic process" "BnaC05g12460D" "inosine-5'-monophosphate dehydrogenase 2" "LOC106396147" 2.85703189089051 4.7573459743427e-09
"106396147" "GO:0006183" "BP" "inosine-5'-monophosphate dehydrogenase 2" "GTP biosynthetic process" "BnaC05g12460D" "inosine-5'-monophosphate dehydrogenase 2" "LOC106396147" 2.85703189089051 4.7573459743427e-09
"106396190" NA NA NA NA "BnaA02g26360D" "uncharacterized LOC106396190" "LOC106396190" 1.98856007590337 0.000186983808519354
"106396221" "GO:0030433" "BP" "uncharacterized BNAC04G11670D" "ubiquitin-dependent ERAD pathway" "BnaC04g11670D" "uncharacterized BNAC04G11670D" "BNAC04G11670D" 1.88071782843555 0.00474196180170037
"106396376" "GO:0035556" "BP" "CDPK-related kinase 1" "intracellular signal transduction" "BnaC04g01640D" "CDPK-related kinase 1" "LOC106396376" 2.53104549477368 1.63729074169217e-07
"106396376" "GO:0018105" "BP" "CDPK-related kinase 1" "peptidyl-serine phosphorylation" "BnaC04g01640D" "CDPK-related kinase 1" "LOC106396376" 2.53104549477368 1.63729074169217e-07
"106396376" "GO:0046777" "BP" "CDPK-related kinase 1" "protein autophosphorylation" "BnaC04g01640D" "CDPK-related kinase 1" "LOC106396376" 2.53104549477368 1.63729074169217e-07
"106396402" "GO:0006325" "BP" "E3 ubiquitin-protein ligase BRE1-like 1" "chromatin organization" "BnaC04g03880D" "E3 ubiquitin-protein ligase BRE1-like 1" "LOC106396402" 1.55290916540819 0.00100520933977189
"106396402" "GO:0071894" "BP" "E3 ubiquitin-protein ligase BRE1-like 1" "histone H2B conserved C-terminal lysine ubiquitination" "BnaC04g03880D" "E3 ubiquitin-protein ligase BRE1-like 1" "LOC106396402" 1.55290916540819 0.00100520933977189
"106396402" "GO:0010390" "BP" "E3 ubiquitin-protein ligase BRE1-like 1" "histone monoubiquitination" "BnaC04g03880D" "E3 ubiquitin-protein ligase BRE1-like 1" "LOC106396402" 1.55290916540819 0.00100520933977189
"106396405" "GO:0000466" "BP" "ribosome biogenesis protein BOP1 homolog" "maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC04g04050D" "ribosome biogenesis protein BOP1 homolog" "LOC106396405" 2.25433706400857 1.74271875260228e-06
"106396405" "GO:0000463" "BP" "ribosome biogenesis protein BOP1 homolog" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC04g04050D" "ribosome biogenesis protein BOP1 homolog" "LOC106396405" 2.25433706400857 1.74271875260228e-06
"106396419" NA NA NA NA "BnaA01g21380D" "UPF0603 protein At1g54780, chloroplastic" "LOC106396419" 2.98349903080989 5.85174358889547e-05
"106396441" "GO:0031146" "BP" "F-box/LRR-repeat protein 14" "SCF-dependent proteasomal ubiquitin-dependent protein catabolic process" "BnaC05g11950D" "F-box/LRR-repeat protein 14" "LOC106396441" 1.67954426993667 0.000502739599444843
"106396448" "GO:0015979" "BP" "photosystem I reaction center subunit V, chloroplastic" "photosynthesis" "BnaC06g07480D" "photosystem I reaction center subunit V, chloroplastic" "LOC106396448" 9.0093708457286 6.01766341851078e-11
"106396573" "GO:0006412" "BP" "40S ribosomal protein S3-2" "translation" "BnaCnng27520D" "40S ribosomal protein S3-2" "LOC106396573" 1.56527589962921 3.13228005772717e-05
"106396612" "GO:0043328" "BP" "TOM1-like protein 3" "protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway" "BnaUnng01020D" "TOM1-like protein 3" "LOC106396612" 1.24053107049292 0.0384873654981431
"106396619" "GO:0042273" "BP" "60S ribosome subunit biogenesis protein NIP7 homolog" "ribosomal large subunit biogenesis" "BnaC01g22300D" "60S ribosome subunit biogenesis protein NIP7 homolog" "LOC106396619" 2.35589081073539 9.35985192652162e-08
"106396619" "GO:0042255" "BP" "60S ribosome subunit biogenesis protein NIP7 homolog" "ribosome assembly" "BnaC01g22300D" "60S ribosome subunit biogenesis protein NIP7 homolog" "LOC106396619" 2.35589081073539 9.35985192652162e-08
"106396660" NA NA NA NA "BnaC05g49910D" "uncharacterized LOC106396660" "LOC106396660" 1.38968655518992 0.0154925240719253
"106396671" "GO:0000463" "BP" "60S ribosomal protein L7-3" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaC04g03350D" "60S ribosomal protein L7-3" "LOC106396671" 2.664360949962 5.42764150759493e-08
"106396681" NA NA NA NA "BnaC05g30670D" "UDP-glycosyltransferase 84A2-like" "LOC106396681" 3.98713089543754 7.51790165524245e-08
"106396688" "GO:0006744" "BP" "ubiquinone biosynthesis protein COQ4 homolog, mitochondrial" "ubiquinone biosynthetic process" "BnaA06g39820D" "ubiquinone biosynthesis protein COQ4 homolog, mitochondrial" "LOC106396688" 1.7466715437119 0.00304679341497857
"106396714" "GO:0009959" "BP" "uncharacterized BNAC07G48120D" "negative gravitropism" "BnaC07g48120D" "uncharacterized BNAC07G48120D" "BNAC07G48120D" 1.10073317378102 0.0317635730466721
"106396714" "GO:0009639" "BP" "uncharacterized BNAC07G48120D" "response to red or far red light" "BnaC07g48120D" "uncharacterized BNAC07G48120D" "BNAC07G48120D" 1.10073317378102 0.0317635730466721
"106396770" "GO:0016559" "BP" "peroxisomal membrane protein 11D-like" "peroxisome fission" "BnaC04g04450D" "peroxisomal membrane protein 11D-like" "LOC106396770" 2.85949041041293 0.033369844602515
"106396770" "GO:0044375" "BP" "peroxisomal membrane protein 11D-like" "regulation of peroxisome size" "BnaC04g04450D" "peroxisomal membrane protein 11D-like" "LOC106396770" 2.85949041041293 0.033369844602515
"106396814" "GO:0030490" "BP" "sm-like protein LSM6A" "maturation of SSU-rRNA" "BnaC04g22660D" "sm-like protein LSM6A" "LOC106396814" 1.09441331265978 0.0366950204892572
"106396814" "GO:0000398" "BP" "sm-like protein LSM6A" "mRNA splicing, via spliceosome" "BnaC04g22660D" "sm-like protein LSM6A" "LOC106396814" 1.09441331265978 0.0366950204892572
"106396853" "GO:0006526" "BP" "acetylglutamate kinase, chloroplastic-like" "arginine biosynthetic process" "BnaC04g55460D" "acetylglutamate kinase, chloroplastic-like" "LOC106396853" 3.24069800524138 2.9091980265558e-07
"106396853" "GO:0016310" "BP" "acetylglutamate kinase, chloroplastic-like" "phosphorylation" "BnaC04g55460D" "acetylglutamate kinase, chloroplastic-like" "LOC106396853" 3.24069800524138 2.9091980265558e-07
"106396855" "GO:0044208" "BP" "adenylosuccinate synthetase, chloroplastic" "'de novo' AMP biosynthetic process" "BnaC04g55430D" "adenylosuccinate synthetase, chloroplastic" "LOC106396855" 1.62736641812085 0.00516982410327614
"106396855" "GO:0046040" "BP" "adenylosuccinate synthetase, chloroplastic" "IMP metabolic process" "BnaC04g55430D" "adenylosuccinate synthetase, chloroplastic" "LOC106396855" 1.62736641812085 0.00516982410327614
"106396904" "GO:0006355" "BP" "protein HIRA" "regulation of DNA-templated transcription" "BnaC03g54780D" "protein HIRA" "LOC106396904" 1.20626635442531 0.0144695608484973
"106396904" "GO:0006351" "BP" "protein HIRA" "DNA-templated transcription" "BnaC03g54780D" "protein HIRA" "LOC106396904" 1.20626635442531 0.0144695608484973
"106396923" "GO:0046907" "BP" "nuclear pore complex protein Nup50" "intracellular transport" "BnaA02g21600D" "nuclear pore complex protein Nup50" "BNAA02G21600D" 1.18041069941752 0.0157738458622908
"106396923" "GO:0051028" "BP" "nuclear pore complex protein Nup50" "mRNA transport" "BnaA02g21600D" "nuclear pore complex protein Nup50" "BNAA02G21600D" 1.18041069941752 0.0157738458622908
"106396923" "GO:0015031" "BP" "nuclear pore complex protein Nup50" "protein transport" "BnaA02g21600D" "nuclear pore complex protein Nup50" "BNAA02G21600D" 1.18041069941752 0.0157738458622908
"106396929" "GO:0070179" "BP" "serine racemase" "D-serine biosynthetic process" "BnaCnng08420D" "serine racemase" "LOC106396929" 1.65049529234008 0.0118040420582538
"106396929" "GO:0006563" "BP" "serine racemase" "L-serine metabolic process" "BnaCnng08420D" "serine racemase" "LOC106396929" 1.65049529234008 0.0118040420582538
"106396929" "GO:0042866" "BP" "serine racemase" "pyruvate biosynthetic process" "BnaCnng08420D" "serine racemase" "LOC106396929" 1.65049529234008 0.0118040420582538
"106396999" NA NA NA NA "BnaC05g03720D" "pentatricopeptide repeat-containing protein At1g05600" "LOC106396999" 2.43746420183225 2.70600437161242e-06
"106397002" "GO:0006412" "BP" "60S ribosomal protein L23" "translation" "BnaA03g28560D" "60S ribosomal protein L23" "LOC106397002" 2.37769900602059 1.0787867878845e-07
"106397037" NA NA NA NA "BnaC05g44050D" "glycine-rich RNA-binding protein 4, mitochondrial" "LOC106397037" 3.58126206804411 0.00024842548865787
"106397052" "GO:1990966" "BP" "poly(ADP-ribose) glycohydrolase 1-like" "ATP generation from poly-ADP-D-ribose" "BnaCnng33160D" "poly(ADP-ribose) glycohydrolase 1-like" "LOC106397052" 1.24808432684735 0.0355542988478151
"106397052" "GO:0005975" "BP" "poly(ADP-ribose) glycohydrolase 1-like" "carbohydrate metabolic process" "BnaCnng33160D" "poly(ADP-ribose) glycohydrolase 1-like" "LOC106397052" 1.24808432684735 0.0355542988478151
"106397052" "GO:0009225" "BP" "poly(ADP-ribose) glycohydrolase 1-like" "nucleotide-sugar metabolic process" "BnaCnng33160D" "poly(ADP-ribose) glycohydrolase 1-like" "LOC106397052" 1.24808432684735 0.0355542988478151
"106397052" "GO:0006282" "BP" "poly(ADP-ribose) glycohydrolase 1-like" "regulation of DNA repair" "BnaCnng33160D" "poly(ADP-ribose) glycohydrolase 1-like" "LOC106397052" 1.24808432684735 0.0355542988478151
"106397052" "GO:0031056" "BP" "poly(ADP-ribose) glycohydrolase 1-like" "regulation of histone modification" "BnaCnng33160D" "poly(ADP-ribose) glycohydrolase 1-like" "LOC106397052" 1.24808432684735 0.0355542988478151
"106397078" "GO:0043161" "BP" "zinc finger A20 and AN1 domain-containing stress-associated protein 1" "proteasome-mediated ubiquitin-dependent protein catabolic process" "BnaA09g47110D" "zinc finger A20 and AN1 domain-containing stress-associated protein 1" "LOC106397078" 2.29883246054369 5.51321871207988e-06
"106397080" "GO:0006355" "BP" "NAC domain-containing protein 13" "regulation of DNA-templated transcription" "BnaA07g10300D" "NAC domain-containing protein 13" "LOC106397080" 1.95047055796394 0.000241616212616492
"106397141" "GO:0006468" "BP" "protein STRUBBELIG" "protein phosphorylation" "BnaC05g08510D" "protein STRUBBELIG" "LOC106397141" 2.03967935916787 0.00191749711075708
"106397170" "GO:0002181" "BP" "60S ribosomal protein L22-2-like" "cytoplasmic translation" "BnaA05g31670D" "60S ribosomal protein L22-2-like" "LOC106397170" 2.68496010822972 1.13480257534056e-08
"106397213" "GO:0006886" "BP" "translocase of chloroplast 33, chloroplastic" "intracellular protein transport" "BnaC05g01070D" "translocase of chloroplast 33, chloroplastic" "TOC33" 3.28625361067371 2.67796751185028e-11
"106397233" "GO:0015812" "BP" "amino-acid permease BAT1" "gamma-aminobutyric acid transport" "BnaA06g35110D" "amino-acid permease BAT1" "LOC106397233" 3.21055899960389 4.95624379032662e-16
"106397261" "GO:0006412" "BP" "60S ribosomal protein L32-1-like" "translation" "BnaC07g19160D" "60S ribosomal protein L32-1-like" "LOC106397261" 1.81323897874429 3.18826872671458e-05
"106397269" NA NA NA NA "BnaCnng07920D" "pentatricopeptide repeat-containing protein At1g71490" "LOC106397269" 3.83887630422547 6.56796690103309e-06
"106397270" NA NA NA NA "BnaCnng07930D" "uncharacterized BNACNNG07930D" "BNACNNG07930D" 2.57878981539159 0.00388041700812927
"106397294" "GO:0007005" "BP" "prohibitin-4, mitochondrial" "mitochondrion organization" "BnaA09g01960D" "prohibitin-4, mitochondrial" "LOC106397294" 2.47227515066507 3.71156732295628e-07
"106397318" NA NA NA NA "BnaC09g09460D" "pentatricopeptide repeat-containing protein At2g17670" "LOC106397318" 2.98150049187751 4.46029620877128e-09
"106397319" "GO:0033617" "BP" "protein SCO1 homolog 1, mitochondrial" "mitochondrial cytochrome c oxidase assembly" "BnaCnng24160D" "protein SCO1 homolog 1, mitochondrial" "LOC106397319" 1.30575016014916 0.0391874275766192
"106397338" NA NA NA NA "BnaC05g21980D" "GDSL esterase/lipase At1g28580" "LOC106397338" 9.52641027314419 0.0329895581135511
"106397397" "GO:0048024" "BP" "KH domain-containing protein At1g09660/At1g09670" "regulation of mRNA splicing, via spliceosome" "BnaCnng19770D" "KH domain-containing protein At1g09660/At1g09670" "LOC106397397" 3.71875986043159 6.37911482353091e-15
"106397420" "GO:0006351" "BP" "transcription factor TGA5" "DNA-templated transcription" "BnaC02g01780D" "transcription factor TGA5" "TGA5.2" 2.32738201000519 0.00138167030240263
"106397440" "GO:0000469" "BP" "ribosomal RNA processing protein 36 homolog" "cleavage involved in rRNA processing" "BnaA09g47020D" "ribosomal RNA processing protein 36 homolog" "LOC106397440" 2.31987818196021 7.31627965063462e-06
"106397440" "GO:0000462" "BP" "ribosomal RNA processing protein 36 homolog" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA09g47020D" "ribosomal RNA processing protein 36 homolog" "LOC106397440" 2.31987818196021 7.31627965063462e-06
"106397441" NA NA NA NA "BnaC05g08580D" "ribosomal RNA-processing protein 17" "LOC106397441" 1.59375264260933 0.000123447799477983
"106397468" "GO:0009631" "BP" "dehydrin ERD14" "cold acclimation" "BnaA02g36030D" "dehydrin ERD14" "LOC106397468" 1.62165098600116 0.0026361090258267
"106397468" "GO:0009737" "BP" "dehydrin ERD14" "response to abscisic acid" "BnaA02g36030D" "dehydrin ERD14" "LOC106397468" 1.62165098600116 0.0026361090258267
"106397468" "GO:0009414" "BP" "dehydrin ERD14" "response to water deprivation" "BnaA02g36030D" "dehydrin ERD14" "LOC106397468" 1.62165098600116 0.0026361090258267
"106397473" NA NA NA NA "BnaC07g48440D" "protein RADIALIS-like 5" "LOC106397473" 4.25896308901772 2.5287079869091e-19
"106397495" "GO:0002182" "BP" "60S acidic ribosomal protein P2-1" "cytoplasmic translational elongation" "BnaC03g47030D" "60S acidic ribosomal protein P2-1" "LOC106397495" 2.61325794447761 4.79607147420954e-07
"106397506" "GO:0032543" "BP" "39S ribosomal protein L47, mitochondrial" "mitochondrial translation" "BnaC08g43520D" "39S ribosomal protein L47, mitochondrial" "LOC106397506" 1.68245001887184 0.00167842096543668
"106397519" "GO:0042254" "BP" "60S ribosomal protein L34-2" "ribosome biogenesis" "BnaA09g02410D" "60S ribosomal protein L34-2" "LOC106397519" 1.91860901736378 4.50336231985662e-05
"106397519" "GO:0006412" "BP" "60S ribosomal protein L34-2" "translation" "BnaA09g02410D" "60S ribosomal protein L34-2" "LOC106397519" 1.91860901736378 4.50336231985662e-05
"106397605" NA NA NA NA "BnaCnng10730D" "probable histone H2A.2" "LOC106397605" 1.37306703155772 0.0209363690594385
"106397612" "GO:0033615" "BP" "uncharacterized LOC106397612" "mitochondrial proton-transporting ATP synthase complex assembly" "BnaC08g43270D" "uncharacterized LOC106397612" "LOC106397612" 1.93177987971279 0.000116148349046718
"106397618" "GO:0051603" "BP" "probable cysteine protease RDL5" "proteolysis involved in protein catabolic process" "BnaA02g21750D" "probable cysteine protease RDL5" "LOC106397618" 1.98988111822182 0.0109517636974027
"106397647" NA NA NA NA "BnaC07g31570D" "uncharacterized LOC106397647" "LOC106397647" 1.98846051446791 3.37588461174443e-05
"106397651" "GO:0009908" "BP" "gibberellin 20 oxidase 3" "flower development" "BnaC02g01710D" "gibberellin 20 oxidase 3" "LOC106397651" 7.4027336612763 1.24353406982637e-07
"106397651" "GO:0009686" "BP" "gibberellin 20 oxidase 3" "gibberellin biosynthetic process" "BnaC02g01710D" "gibberellin 20 oxidase 3" "LOC106397651" 7.4027336612763 1.24353406982637e-07
"106397651" "GO:0009416" "BP" "gibberellin 20 oxidase 3" "response to light stimulus" "BnaC02g01710D" "gibberellin 20 oxidase 3" "LOC106397651" 7.4027336612763 1.24353406982637e-07
"106397651" "GO:0009826" "BP" "gibberellin 20 oxidase 3" "unidimensional cell growth" "BnaC02g01710D" "gibberellin 20 oxidase 3" "LOC106397651" 7.4027336612763 1.24353406982637e-07
"106397666" "GO:0042254" "BP" "nucleolar protein 56" "ribosome biogenesis" "BnaC03g73340D" "nucleolar protein 56" "LOC106397666" 4.46702551452862 6.92512343113841e-14
"106397698" "GO:0006366" "BP" "transcription initiation factor IIA large subunit" "transcription by RNA polymerase II" "BnaC05g05210D" "transcription initiation factor IIA large subunit" "LOC106397698" 1.43092766076639 0.00871031172315954
"106397698" "GO:0006367" "BP" "transcription initiation factor IIA large subunit" "transcription initiation at RNA polymerase II promoter" "BnaC05g05210D" "transcription initiation factor IIA large subunit" "LOC106397698" 1.43092766076639 0.00871031172315954
"106397735" NA NA NA NA "BnaC05g01730D" "pentatricopeptide repeat-containing protein At1g03100, mitochondrial" "LOC106397735" 2.39042880983039 0.000755912810041287
"106397744" NA NA NA NA "BnaC05g04320D" "pentatricopeptide repeat-containing protein At1g06270" "LOC106397744" 1.50857863079935 0.00322426987623174
"106397839" "GO:0045332" "BP" "probable phospholipid-transporting ATPase 11" "phospholipid translocation" "BnaC05g08970D" "probable phospholipid-transporting ATPase 11" "LOC106397839" 12.6304830304092 1.09710429988213e-38
"106397882" "GO:0006952" "BP" "osmotin-like protein OSM34" "defense response" "BnaA02g21660D" "osmotin-like protein OSM34" "LOC106397882" 1.6311920223666 0.0125095592899333
"106397882" "GO:0050832" "BP" "osmotin-like protein OSM34" "defense response to fungus" "BnaA02g21660D" "osmotin-like protein OSM34" "LOC106397882" 1.6311920223666 0.0125095592899333
"106397884" "GO:0035556" "BP" "mitogen-activated protein kinase 13" "intracellular signal transduction" "BnaC08g43500D" "mitogen-activated protein kinase 13" "LOC106397884" 2.53948007627925 0.0131462385644062
"106397884" "GO:0006468" "BP" "mitogen-activated protein kinase 13" "protein phosphorylation" "BnaC08g43500D" "mitogen-activated protein kinase 13" "LOC106397884" 2.53948007627925 0.0131462385644062
"106397934" "GO:0017148" "BP" "50S ribosomal protein L13, chloroplastic-like" "negative regulation of translation" "BnaA02g18970D" "50S ribosomal protein L13, chloroplastic-like" "LOC106397934" 4.54758449171072 0.000601130140726943
"106397934" "GO:0006412" "BP" "50S ribosomal protein L13, chloroplastic-like" "translation" "BnaA02g18970D" "50S ribosomal protein L13, chloroplastic-like" "LOC106397934" 4.54758449171072 0.000601130140726943
"106397958" NA NA NA NA "BnaC09g32670D" "uncharacterized BNAC09G32670D" "BNAC09G32670D" 2.82895278357403 0.000761633158392694
"106398658" "GO:0019915" "BP" "oleosin 5" "lipid storage" "BnaC07g31360D" "oleosin 5" "LOC106398658" 3.76882913074724 1.79022958842118e-13
"106398658" "GO:0022414" "BP" "oleosin 5" "reproductive process" "BnaC07g31360D" "oleosin 5" "LOC106398658" 3.76882913074724 1.79022958842118e-13
"106398658" "GO:0019953" "BP" "oleosin 5" "sexual reproduction" "BnaC07g31360D" "oleosin 5" "LOC106398658" 3.76882913074724 1.79022958842118e-13
