"ENTREZID" "GO" "ONTOLOGY" "GENENAME" "GOTERM" "external_gene_name" "Description_NCBI" "ALIAS" "log2FoldChange" "padj"
"106390961" "GO:0048564" "BP" "ycf3-interacting protein 1, chloroplastic" "photosystem I assembly" "BnaCnng58260D" "ycf3-interacting protein 1, chloroplastic" "LOC106390961" 1.46285743241861 0.0274172940717775
"106390961" "GO:0080183" "BP" "ycf3-interacting protein 1, chloroplastic" "response to photooxidative stress" "BnaCnng58260D" "ycf3-interacting protein 1, chloroplastic" "LOC106390961" 1.46285743241861 0.0274172940717775
"106391010" NA NA NA NA "BnaC09g11600D" "histone-arginine methyltransferase METTL23" "LOC106391010" 1.28286009075772 0.0221242740098597
"106391223" "GO:0006270" "BP" "DNA polymerase alpha subunit B" "DNA replication initiation" "BnaC02g17390D" "DNA polymerase alpha subunit B" "LOC106391223" 1.29103461566918 0.0244649511030469
"106391350" "GO:0009134" "BP" "apyrase 2" "nucleoside diphosphate catabolic process" "BnaC09g54250D" "apyrase 2" "LOC106391350" -1.04355462369994 0.0478920203295807
"106391365" "GO:0016567" "BP" "E3 ubiquitin-protein ligase SINA-like 10" "protein ubiquitination" "BnaC06g12240D" "E3 ubiquitin-protein ligase SINA-like 10" "LOC106391365" 1.00908414886526 0.0432448648732126
"106391365" "GO:0006511" "BP" "E3 ubiquitin-protein ligase SINA-like 10" "ubiquitin-dependent protein catabolic process" "BnaC06g12240D" "E3 ubiquitin-protein ligase SINA-like 10" "LOC106391365" 1.00908414886526 0.0432448648732126
"106391591" "GO:0042546" "BP" "xyloglucan endotransglucosylase/hydrolase protein 24-like" "cell wall biogenesis" "BnaA01g06750D" "xyloglucan endotransglucosylase/hydrolase protein 24-like" "LOC106391591" -1.89956033101559 0.0103033077357309
"106391591" "GO:0071555" "BP" "xyloglucan endotransglucosylase/hydrolase protein 24-like" "cell wall organization" "BnaA01g06750D" "xyloglucan endotransglucosylase/hydrolase protein 24-like" "LOC106391591" -1.89956033101559 0.0103033077357309
"106391591" "GO:0010411" "BP" "xyloglucan endotransglucosylase/hydrolase protein 24-like" "xyloglucan metabolic process" "BnaA01g06750D" "xyloglucan endotransglucosylase/hydrolase protein 24-like" "LOC106391591" -1.89956033101559 0.0103033077357309
"106391638" "GO:0045893" "BP" "ABSCISIC ACID-INSENSITIVE 5-like protein 3" "positive regulation of DNA-templated transcription" "BnaC04g56840D" "ABSCISIC ACID-INSENSITIVE 5-like protein 3" "LOC106391638" -1.23270656500102 0.0351020268472302
"106391817" "GO:1902975" "BP" "DNA replication complex GINS protein PSF3-like" "mitotic DNA replication initiation" "BnaC04g56720D" "DNA replication complex GINS protein PSF3-like" "LOC106391817" 1.37524144495313 0.0185778210329283
"106392044" "GO:0016559" "BP" "peroxisomal membrane protein 11D" "peroxisome fission" "BnaC04g50420D" "peroxisomal membrane protein 11D" "LOC106392044" -2.25809100583043 0.00624858471479591
"106392044" "GO:0044375" "BP" "peroxisomal membrane protein 11D" "regulation of peroxisome size" "BnaC04g50420D" "peroxisomal membrane protein 11D" "LOC106392044" -2.25809100583043 0.00624858471479591
"106392058" "GO:0099402" "BP" "growth-regulating factor 9" "plant organ development" "BnaC04g50230D" "growth-regulating factor 9" "LOC106392058" 3.24754511822149 0.00590525908753109
"106392058" "GO:0006355" "BP" "growth-regulating factor 9" "regulation of DNA-templated transcription" "BnaC04g50230D" "growth-regulating factor 9" "LOC106392058" 3.24754511822149 0.00590525908753109
"106392058" "GO:0006351" "BP" "growth-regulating factor 9" "DNA-templated transcription" "BnaC04g50230D" "growth-regulating factor 9" "LOC106392058" 3.24754511822149 0.00590525908753109
"106392066" NA NA NA NA "BnaC01g41970D" "cysteine-tryptophan domain-containing zinc finger protein 5" "BNAC01G41970D" 1.16561995126747 0.021895271814599
"106392140" "GO:0006468" "BP" "serine/threonine-protein kinase D6PKL1" "protein phosphorylation" "BnaC04g31980D" "serine/threonine-protein kinase D6PKL1" "LOC106392140" -2.0690817912849 0.00285423995800072
"106392232" "GO:0042546" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "cell wall biogenesis" "BnaA01g06740D" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "LOC106392232" -2.92779156896791 0.0259900671209715
"106392232" "GO:0071555" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "cell wall organization" "BnaA01g06740D" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "LOC106392232" -2.92779156896791 0.0259900671209715
"106392232" "GO:0010411" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "xyloglucan metabolic process" "BnaA01g06740D" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "LOC106392232" -2.92779156896791 0.0259900671209715
"106392286" NA NA NA NA "BnaC09g00430D" "probable 2-oxoglutarate-dependent dioxygenase AOP1" "LOC106392286" -8.51339602946222 7.73378276469076e-08
"106392406" "GO:0006355" "BP" "transcription factor JUNGBRUNNEN 1" "regulation of DNA-templated transcription" "BnaC04g48620D" "transcription factor JUNGBRUNNEN 1" "LOC106392406" -5.72925907615139 0.00406919342832173
"106392644" NA NA NA NA "BnaA01g06630D" "WAT1-related protein At4g30420" "LOC106392644" -1.61197828613835 0.0464695788289178
"106393205" NA NA NA NA "BnaC05g30590D" "putative FBD-associated F-box protein At5g53635" "LOC106393205" -1.20575035476321 0.020680749234456
"106394469" "GO:0042546" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "cell wall biogenesis" "BnaA01g06740D" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "LOC106394469" -2.92779156896791 0.0259900671209715
"106394469" "GO:0071555" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "cell wall organization" "BnaA01g06740D" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "LOC106394469" -2.92779156896791 0.0259900671209715
"106394469" "GO:0010411" "BP" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "xyloglucan metabolic process" "BnaA01g06740D" "probable xyloglucan endotransglucosylase/hydrolase protein 18" "LOC106394469" -2.92779156896791 0.0259900671209715
"106394778" NA NA NA NA "BnaC04g00110D" "translocator protein homolog" "LOC106394778" -2.4805102464359 0.00408566903009371
"106394802" "GO:0016094" "BP" "dehydrodolichyl diphosphate synthase 6" "polyprenol biosynthetic process" "BnaCnng43920D" "dehydrodolichyl diphosphate synthase 6" "LOC106394802" 1.83081626780051 0.041268499284263
"106394802" "GO:0006486" "BP" "dehydrodolichyl diphosphate synthase 6" "protein glycosylation" "BnaCnng43920D" "dehydrodolichyl diphosphate synthase 6" "LOC106394802" 1.83081626780051 0.041268499284263
"106394892" NA NA NA NA "BnaA02g35710D" "hypersensitive-induced response protein 2" "LOC106394892" 1.51852171843875 0.000878733606426661
"106395195" "GO:0031347" "BP" "protein TIFY 7" "regulation of defense response" "BnaCnng65670D" "protein TIFY 7" "LOC106395195" 1.15315648584191 0.0469136751831105
"106395195" "GO:2000022" "BP" "protein TIFY 7" "regulation of jasmonic acid mediated signaling pathway" "BnaCnng65670D" "protein TIFY 7" "LOC106395195" 1.15315648584191 0.0469136751831105
"106395195" "GO:0009611" "BP" "protein TIFY 7" "response to wounding" "BnaCnng65670D" "protein TIFY 7" "LOC106395195" 1.15315648584191 0.0469136751831105
"106395211" "GO:0006355" "BP" "transcription factor bHLH146" "regulation of DNA-templated transcription" "BnaAnng23680D" "transcription factor bHLH146" "BNAANNG23680D" -6.08400822230346 0.00119949966325562
"106395821" NA NA NA NA "BnaCnng63630D" "uncharacterized LOC106395821" "LOC106395821" -3.04764620801919 0.000115729964083492
"106395827" "GO:0005975" "BP" "beta-glucosidase 31" "carbohydrate metabolic process" "BnaC04g03770D" "beta-glucosidase 31" "LOC106395827" 4.35009394865046 0.0490894715931385
"106395827" "GO:0019762" "BP" "beta-glucosidase 31" "glucosinolate catabolic process" "BnaC04g03770D" "beta-glucosidase 31" "LOC106395827" 4.35009394865046 0.0490894715931385
"106395827" "GO:0009651" "BP" "beta-glucosidase 31" "response to salt stress" "BnaC04g03770D" "beta-glucosidase 31" "LOC106395827" 4.35009394865046 0.0490894715931385
"106395964" NA NA NA NA "BnaC03g15480D" "cytokinin hydroxylase" "LOC106395964" -4.91888749283774 0.00611962632868437
"106395965" "GO:0055129" "BP" "delta-1-pyrroline-5-carboxylate synthase A" "L-proline biosynthetic process" "BnaC04g05620D" "delta-1-pyrroline-5-carboxylate synthase A" "LOC106395965" -1.12850149066627 0.0077059913311439
"106395965" "GO:0016310" "BP" "delta-1-pyrroline-5-carboxylate synthase A" "phosphorylation" "BnaC04g05620D" "delta-1-pyrroline-5-carboxylate synthase A" "LOC106395965" -1.12850149066627 0.0077059913311439
"106396107" "GO:0002949" "BP" "probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial" "tRNA threonylcarbamoyladenosine modification" "BnaC04g04140D" "probable tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial" "LOC106396107" 1.21723650564039 0.0268402953354521
"106396141" "GO:0006281" "BP" "SWR1-complex protein 4" "DNA repair" "BnaC04g52380D" "SWR1-complex protein 4" "LOC106396141" 1.29914932145258 0.00827488618370499
"106396141" "GO:0043486" "BP" "SWR1-complex protein 4" "histone exchange" "BnaC04g52380D" "SWR1-complex protein 4" "LOC106396141" 1.29914932145258 0.00827488618370499
"106396141" "GO:0043968" "BP" "SWR1-complex protein 4" "histone H2A acetylation" "BnaC04g52380D" "SWR1-complex protein 4" "LOC106396141" 1.29914932145258 0.00827488618370499
"106396141" "GO:0043967" "BP" "SWR1-complex protein 4" "histone H4 acetylation" "BnaC04g52380D" "SWR1-complex protein 4" "LOC106396141" 1.29914932145258 0.00827488618370499
"106396141" "GO:0000122" "BP" "SWR1-complex protein 4" "negative regulation of transcription by RNA polymerase II" "BnaC04g52380D" "SWR1-complex protein 4" "LOC106396141" 1.29914932145258 0.00827488618370499
"106396146" "GO:0051301" "BP" "putative cyclin-B3-1" "cell division" "BnaC05g12450D" "putative cyclin-B3-1" "LOC106396146" 1.37522513514626 0.0128684316924517
"106396146" "GO:0044772" "BP" "putative cyclin-B3-1" "mitotic cell cycle phase transition" "BnaC05g12450D" "putative cyclin-B3-1" "LOC106396146" 1.37522513514626 0.0128684316924517
"106396146" "GO:0000079" "BP" "putative cyclin-B3-1" "regulation of cyclin-dependent protein serine/threonine kinase activity" "BnaC05g12450D" "putative cyclin-B3-1" "LOC106396146" 1.37522513514626 0.0128684316924517
"106396691" "GO:0035970" "BP" "probable protein phosphatase 2C 6" "peptidyl-threonine dephosphorylation" "BnaC05g12330D" "probable protein phosphatase 2C 6" "LOC106396691" 4.08539102865689 0.0115026768775445
"106396883" "GO:0045036" "BP" "ankyrin repeat domain-containing protein 2B" "protein targeting to chloroplast" "BnaC07g06450D" "ankyrin repeat domain-containing protein 2B" "LOC106396883" 1.14103879186028 0.00486582579379355
"106397012" NA NA NA NA "BnaC05g44580D" "auxin-induced in root cultures protein 12" "LOC106397012" 1.96274828329538 0.0437131366486853
"106397134" NA NA NA NA "BnaA06g40130D" "palmitoyl-protein thioesterase 1" "LOC106397134" 3.63729264075806 0.0163662824871361
"106397139" "GO:0009396" "BP" "dihydrofolate synthetase" "folic acid-containing compound biosynthetic process" "BnaA06g36040D" "dihydrofolate synthetase" "LOC106397139" 1.17093333046254 0.0497432086892713
"106397180" NA NA NA NA "BnaA06g40350D" "protein HAIKU1" "LOC106397180" -2.80397134570713 0.00118438271525679
"106397292" NA NA NA NA "BnaC05g09100D" "cytochrome P450 71B7" "LOC106397292" 4.95242158106082 0.0128609755144856
"106397363" "GO:0006952" "BP" "thaumatin-like protein 1b" "defense response" "BnaA02g17480D" "thaumatin-like protein 1b" "LOC106397363" -1.17419210388349 0.0418399290203757
"106397513" NA NA NA NA "BnaC02g01720D" "probable WRKY transcription factor 26" "LOC106397513" -2.06608078192367 0.00022468884401401
"106397714" NA NA NA NA "BnaC05g14910D" "probable flavin-containing monooxygenase 1" "LOC106397714" -9.05266181185018 1.12217972960631e-09
"106397812" "GO:0009658" "BP" "transcription termination factor MTEF18, mitochondrial-like" "chloroplast organization" "BnaA10g09910D" "transcription termination factor MTEF18, mitochondrial-like" "LOC106397812" 1.36760996049648 0.0160048336943676
"106397812" "GO:0032502" "BP" "transcription termination factor MTEF18, mitochondrial-like" "developmental process" "BnaA10g09910D" "transcription termination factor MTEF18, mitochondrial-like" "LOC106397812" 1.36760996049648 0.0160048336943676
"106397812" "GO:0006353" "BP" "transcription termination factor MTEF18, mitochondrial-like" "DNA-templated transcription termination" "BnaA10g09910D" "transcription termination factor MTEF18, mitochondrial-like" "LOC106397812" 1.36760996049648 0.0160048336943676
"106397812" "GO:0006355" "BP" "transcription termination factor MTEF18, mitochondrial-like" "regulation of DNA-templated transcription" "BnaA10g09910D" "transcription termination factor MTEF18, mitochondrial-like" "LOC106397812" 1.36760996049648 0.0160048336943676
"106397865" NA NA NA NA "BnaC05g44030D" "protein DETOXIFICATION 43" "LOC106397865" -3.46770713822555 0.0214452195056524
"106398642" NA NA NA NA "BnaC02g23300D" "pentatricopeptide repeat-containing protein At1g80150, mitochondrial" "LOC106398642" 4.22796940797533 0.000434371238448736
"106399307" NA NA NA NA "BnaC05g00680D" "ethylene-responsive transcription factor ERF023" "LOC106399307" 3.84556396857543 0.0237536610368068
"106399487" NA NA NA NA "BnaA08g27460D" "putative pentatricopeptide repeat-containing protein At1g03510" "LOC106399487" 4.00606631731046 0.00200602333224915
"106399737" "GO:0007005" "BP" "peroxisomal and mitochondrial division factor 2" "mitochondrion organization" "BnaC05g04500D" "peroxisomal and mitochondrial division factor 2" "LOC106399737" 1.0152834741095 0.0268173891450725
"106399741" NA NA NA NA "BnaC05g09290D" "uncharacterized BNAC05G09290D" "BNAC05G09290D" -3.27968643098775 0.0125983178753624
"106399997" "GO:0006351" "BP" "protein DELAY OF GERMINATION 1" "DNA-templated transcription" "BnaC05g38650D" "protein DELAY OF GERMINATION 1" "BNAC05G38650D" -8.72843646938749 2.01544941881199e-08
"106400051" NA NA NA NA "BnaA01g08450D" "uncharacterized protein At4g28440" "BNAA01G08450D" 1.72089587417927 0.000483807237785101
"106400055" NA NA NA NA "BnaA09g02100D" "LOB domain-containing protein 25" "LOC106400055" -1.60138851606084 0.0292442258063948
"106400218" NA NA NA NA "BnaC05g02890D" "high mobility group B protein 15" "LOC106400218" 1.15224689437612 0.0348209656722827
"106400315" "GO:0006887" "BP" "syntaxin-123" "exocytosis" "BnaC09g00640D" "syntaxin-123" "LOC106400315" -6.20351413460254 0.0144376491752667
"106400315" "GO:0006886" "BP" "syntaxin-123" "intracellular protein transport" "BnaC09g00640D" "syntaxin-123" "LOC106400315" -6.20351413460254 0.0144376491752667
"106400315" "GO:0048278" "BP" "syntaxin-123" "vesicle docking" "BnaC09g00640D" "syntaxin-123" "LOC106400315" -6.20351413460254 0.0144376491752667
"106400315" "GO:0006906" "BP" "syntaxin-123" "vesicle fusion" "BnaC09g00640D" "syntaxin-123" "LOC106400315" -6.20351413460254 0.0144376491752667
"106400412" NA NA NA NA "BnaCnng63630D" "uncharacterized LOC106400412" "LOC106400412" -3.04764620801919 0.000115729964083492
"106400441" NA NA NA NA "BnaA06g40340D" "pectinesterase inhibitor 12" "LOC106400441" -6.00093893918653 0.0216489881650179
"106400456" "GO:0000398" "BP" "microfibrillar-associated protein 1A" "mRNA splicing, via spliceosome" "BnaC07g15750D" "microfibrillar-associated protein 1A" "LOC106400456" 3.84752679517752 0.00369373308333633
"106400836" "GO:0006465" "BP" "uncharacterized BNAC05G04270D" "signal peptide processing" "BnaC05g04270D" "uncharacterized BNAC05G04270D" "BNAC05G04270D" 1.4778263659093 0.00864867212390435
"106401048" "GO:0006607" "BP" "importin subunit alpha-9" "NLS-bearing protein import into nucleus" "BnaC02g03390D" "importin subunit alpha-9" "LOC106401048" 1.30883100990033 0.0352447257930141
"106401094" "GO:0006281" "BP" "DNA repair protein RAD16" "DNA repair" "BnaC05g03140D" "DNA repair protein RAD16" "LOC106401094" 1.13456428125815 0.00948209921442903
"106401094" "GO:0006289" "BP" "DNA repair protein RAD16" "nucleotide-excision repair" "BnaC05g03140D" "DNA repair protein RAD16" "LOC106401094" 1.13456428125815 0.00948209921442903
"106401115" NA NA NA NA "BnaA09g47340D" "flavin-containing monooxygenase FMO GS-OX-like 2" "LOC106401115" -2.77592085478241 0.000197065451332495
"106401135" "GO:0006564" "BP" "phosphoserine aminotransferase 2, chloroplastic" "L-serine biosynthetic process" "BnaC09g09440D" "phosphoserine aminotransferase 2, chloroplastic" "LOC106401135" 1.25001919045173 0.0344038065200782
"106401732" "GO:0060255" "BP" "zinc finger CCCH domain-containing protein 29" "regulation of macromolecule metabolic process" "BnaCnng27960D" "zinc finger CCCH domain-containing protein 29" "LOC106401732" -1.38582357710833 0.0376727435206462
"106401732" "GO:0051171" "BP" "zinc finger CCCH domain-containing protein 29" "regulation of nitrogen compound metabolic process" "BnaCnng27960D" "zinc finger CCCH domain-containing protein 29" "LOC106401732" -1.38582357710833 0.0376727435206462
"106401732" "GO:0080090" "BP" "zinc finger CCCH domain-containing protein 29" "regulation of primary metabolic process" "BnaCnng27960D" "zinc finger CCCH domain-containing protein 29" "LOC106401732" -1.38582357710833 0.0376727435206462
"106401807" NA NA NA NA "BnaC01g14990D" "short-chain dehydrogenase TIC 32, chloroplastic" "LOC106401807" -1.80335970654249 0.000350887756935362
"106401920" "GO:0000462" "BP" "ATP-dependent RNA helicase DEAH13" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" "BnaA02g28810D" "ATP-dependent RNA helicase DEAH13" "LOC106401920" 1.14564159712949 0.00602777061340472
"106402011" NA NA NA NA "BnaC05g37640D" "elongation factor P" "LOC106402011" 1.02681641035124 0.0243519087262349
"106402025" NA NA NA NA "BnaC05g19300D" "probable galacturonosyltransferase-like 8" "LOC106402025" -2.33401102016271 0.0127444153188577
"106402499" NA NA NA NA "BnaC06g32180D" "myb-related protein 308" "LOC106402499" 4.03802743658875 0.0346520397364114
"106402527" "GO:0009691" "BP" "uncharacterized BNAC06G03730D" "cytokinin biosynthetic process" "BnaC06g03730D" "uncharacterized BNAC06G03730D" "BNAC06G03730D" 2.28748883272006 0.041372176574415
"106402597" NA NA NA NA "BnaA05g13800D" "arabinogalactan protein 21" "LOC106402597" -1.31211155044199 0.0401331679478939
"106402687" NA NA NA NA "BnaC06g31740D" "uncharacterized BNAC06G31740D" "BNAC06G31740D" 1.47856327452874 0.0258399525389401
"106403002" "GO:0006085" "BP" "ATP-citrate synthase beta chain protein 2" "acetyl-CoA biosynthetic process" "BnaA02g30820D" "ATP-citrate synthase beta chain protein 2" "LOC106403002" -1.42857362571772 0.0164531171180978
"106403002" "GO:0006633" "BP" "ATP-citrate synthase beta chain protein 2" "fatty acid biosynthetic process" "BnaA02g30820D" "ATP-citrate synthase beta chain protein 2" "LOC106403002" -1.42857362571772 0.0164531171180978
"106403043" "GO:0051301" "BP" "cyclin-A3-2" "cell division" "BnaC08g04660D" "cyclin-A3-2" "LOC106403043" 1.51334621423217 0.0478326179651046
"106403043" "GO:0044772" "BP" "cyclin-A3-2" "mitotic cell cycle phase transition" "BnaC08g04660D" "cyclin-A3-2" "LOC106403043" 1.51334621423217 0.0478326179651046
"106403043" "GO:0000079" "BP" "cyclin-A3-2" "regulation of cyclin-dependent protein serine/threonine kinase activity" "BnaC08g04660D" "cyclin-A3-2" "LOC106403043" 1.51334621423217 0.0478326179651046
"106403053" NA NA NA NA "BnaA02g30680D" "proline-rich antigen homolog" "LOC106403053" -1.53018364512223 0.0251973186065583
"106404252" "GO:0009825" "BP" "vascular-related unknown protein 2" "multidimensional cell growth" "BnaC06g04050D" "vascular-related unknown protein 2" "BNAC06G04050D" 5.03096169627596 0.0308795440807034
"106404252" "GO:0010089" "BP" "vascular-related unknown protein 2" "xylem development" "BnaC06g04050D" "vascular-related unknown protein 2" "BNAC06G04050D" 5.03096169627596 0.0308795440807034
"106404635" "GO:0043086" "BP" "pectinesterase inhibitor 10" "negative regulation of catalytic activity" "BnaC09g20800D" "pectinesterase inhibitor 10" "LOC106404635" -3.49799347583217 0.041325824922677
"106404664" NA NA NA NA "BnaC06g43650D" "uncharacterized BNAC06G43650D" "BNAC06G43650D" 5.15124991861039 0.00172056729197069
"106404760" NA NA NA NA "BnaA02g34330D" "uncharacterized BNAA02G34330D" "BNAA02G34330D" 1.35631145684972 0.0295119630147413
"106404985" "GO:0006310" "BP" "uncharacterized LOC106404985" "DNA recombination" "BnaCnng56390D" "uncharacterized LOC106404985" "LOC106404985" -1.54876826042963 0.00153356164006891
"106404985" "GO:0006281" "BP" "uncharacterized LOC106404985" "DNA repair" "BnaCnng56390D" "uncharacterized LOC106404985" "LOC106404985" -1.54876826042963 0.00153356164006891
"106404985" "GO:0006260" "BP" "uncharacterized LOC106404985" "DNA replication" "BnaCnng56390D" "uncharacterized LOC106404985" "LOC106404985" -1.54876826042963 0.00153356164006891
"106405398" NA NA NA NA "BnaA03g10820D" "putative FBD-associated F-box protein At5g56440" "LOC106405398" 4.89868372561718 1.69625938558438e-06
"106405845" NA NA NA NA "BnaA02g12010D" "uncharacterized BNAA02G12010D" "BNAA02G12010D" -1.82478386224476 0.0153930010105477
"106405943" NA NA NA NA "BnaCnng61150D" "uncharacterized BNACNNG61150D" "BNACNNG61150D" 2.3561018429714 0.0128987014958545
"106405989" NA NA NA NA "BnaC06g05880D" "uncharacterized BNAC06G05880D" "BNAC06G05880D" -7.23308147736642 8.45214841254028e-05
"106406157" NA NA NA NA "BnaC06g10780D" "uncharacterized BNAC06G10780D" "BNAC06G10780D" -1.98147334747592 0.000356404917874932
"106406281" NA NA NA NA "BnaC06g05950D" "uncharacterized BNAC06G05950D" "BNAC06G05950D" -1.28384926759486 0.0344992697807348
"106406868" "GO:0006325" "BP" "chromatin remodeling protein SHL" "chromatin organization" "BnaC03g60350D" "chromatin remodeling protein SHL" "LOC106406868" -1.54242229727885 0.00583696316281669
"106406877" "GO:0009740" "BP" "gibberellin-regulated protein 1" "gibberellic acid mediated signaling pathway" "BnaAnng08970D" "gibberellin-regulated protein 1" "LOC106406877" 6.69956621187366 2.0402546291419e-05
"106406919" NA NA NA NA "BnaCnng65920D" "protein RGF1 INDUCIBLE TRANSCRIPTION FACTOR 1" "BNACNNG65920D" 2.28155728356734 2.46683651699307e-05
"106407293" NA NA NA NA "BnaC07g50400D" "uncharacterized BNAC07G50400D" "BNAC07G50400D" 1.76509105676312 0.004327953874296
"106407540" "GO:0005975" "BP" "glucan endo-1,3-beta-glucosidase 7" "carbohydrate metabolic process" "BnaC09g08880D" "glucan endo-1,3-beta-glucosidase 7" "LOC106407540" -2.11500901556359 0.00295138000931427
"106407667" NA NA NA NA "BnaC05g23720D" "berberine bridge enzyme-like 11" "LOC106407667" -2.29785587465579 0.0225843927054581
"106407808" "GO:0006355" "BP" "scarecrow-like protein 28" "regulation of DNA-templated transcription" "BnaCnng14890D" "scarecrow-like protein 28" "LOC106407808" 5.70705615166873 0.00572473538395805
"106408474" "GO:0060320" "BP" "S-protein homolog 9" "rejection of self pollen" "BnaC07g50360D" "S-protein homolog 9" "LOC106408474" -6.21891098838559 0.00984966023824926
"106408818" NA NA NA NA "BnaCnng03160D" "putative F-box/LRR-repeat protein At3g28410" "LOC106408818" 5.89538736650279 0.00323806758774424
"106408965" NA NA NA NA "BnaCnng21080D" "probable calcium-binding protein CML16" "LOC106408965" -1.28252971903346 0.0186529966897936
"106409001" NA NA NA NA "BnaC06g07230D" "arabinogalactan protein 21" "LOC106409001" -2.28849416310349 9.41616012965843e-05
"106409267" "GO:0006379" "BP" "DNA-directed RNA polymerase I subunit RPA12-like" "mRNA cleavage" "BnaC07g14840D" "DNA-directed RNA polymerase I subunit RPA12-like" "LOC106409267" 1.53267719473618 0.0225230426356792
"106409267" "GO:0006363" "BP" "DNA-directed RNA polymerase I subunit RPA12-like" "termination of RNA polymerase I transcription" "BnaC07g14840D" "DNA-directed RNA polymerase I subunit RPA12-like" "LOC106409267" 1.53267719473618 0.0225230426356792
"106409479" "GO:0006887" "BP" "syntaxin-122" "exocytosis" "BnaC07g32850D" "syntaxin-122" "LOC106409479" 3.66563332976681 0.00522473592231761
"106409479" "GO:0006886" "BP" "syntaxin-122" "intracellular protein transport" "BnaC07g32850D" "syntaxin-122" "LOC106409479" 3.66563332976681 0.00522473592231761
"106409479" "GO:0048278" "BP" "syntaxin-122" "vesicle docking" "BnaC07g32850D" "syntaxin-122" "LOC106409479" 3.66563332976681 0.00522473592231761
"106409479" "GO:0006906" "BP" "syntaxin-122" "vesicle fusion" "BnaC07g32850D" "syntaxin-122" "LOC106409479" 3.66563332976681 0.00522473592231761
"106409716" NA NA NA NA "BnaC07g40910D" "beta-glucuronosyltransferase GlcAT14A" "LOC106409716" -2.37173910813657 0.0130307920227608
"106409871" "GO:0009607" "BP" "pathogenesis-related protein PRB1-3" "response to biotic stimulus" "BnaC07g51020D" "pathogenesis-related protein PRB1-3" "LOC106409871" -5.20859444113059 0.0167635641792216
"106410152" NA NA NA NA "BnaC07g50640D" "uncharacterized BNAC07G50640D" "BNAC07G50640D" 1.21659030377426 0.0475514878767353
"106410225" NA NA NA NA "BnaC02g45370D" "probable inactive serine/threonine-protein kinase fnkC" "LOC106410225" -9.40468376432542 0.0355514663367354
"106410257" NA NA NA NA "BnaC07g33640D" "uncharacterized BNAC07G33640D" "BNAC07G33640D" 2.56874527388899 0.0155078352667358
"106410579" "GO:0032259" "BP" "2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic" "methylation" "BnaC06g18830D" "2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic" "LOC106410579" 1.14009416103333 0.0406439422571375
"106410579" "GO:0071704" "BP" "2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic" "organic substance metabolic process" "BnaC06g18830D" "2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic" "LOC106410579" 1.14009416103333 0.0406439422571375
"106410770" NA NA NA NA "BnaA05g13220D" "non-specific lipid transfer protein GPI-anchored 25" "LOC106410770" -1.92276464129168 0.0260120282941192
"106410945" NA NA NA NA "BnaC07g32840D" "RNA-binding protein CP33, chloroplastic" "LOC106410945" 1.31016974516495 0.0293634180538823
"106411178" NA NA NA NA "BnaC05g23540D" "WPP domain-associated protein-like" "LOC106411178" 1.32926419302362 0.00799350524717749
"106411497" NA NA NA NA "BnaC07g46190D" "HVA22-like protein k" "LOC106411497" 6.47969020272964 0.000369920663424612
"106411854" "GO:0055088" "BP" "patatin-like phospholipase domain-containing protein 4" "lipid homeostasis" "BnaCnng30060D" "patatin-like phospholipase domain-containing protein 4" "LOC106411854" 2.22832726297036 0.037982280460051
"106411854" "GO:0019433" "BP" "patatin-like phospholipase domain-containing protein 4" "triglyceride catabolic process" "BnaCnng30060D" "patatin-like phospholipase domain-containing protein 4" "LOC106411854" 2.22832726297036 0.037982280460051
"106411859" NA NA NA NA "BnaA10g29610D" "uncharacterized BNAA10G29610D" "BNAA10G29610D" -1.42520999011383 0.0445257800212982
"106412071" NA NA NA NA "BnaA05g13440D" "pentatricopeptide repeat-containing protein At2g33760" "LOC106412071" 1.17428981896491 0.029778730341486
"106412202" "GO:0050832" "BP" "defensin-like protein 3" "defense response to fungus" "BnaA02g17510D" "defensin-like protein 3" "LOC106412202" -5.98668043713701 0.0430575849299555
"106412202" "GO:0031640" "BP" "defensin-like protein 3" "killing of cells of another organism" "BnaA02g17510D" "defensin-like protein 3" "LOC106412202" -5.98668043713701 0.0430575849299555
